,beta,tau,length
0,7.67837005168906e-10,5.255725103210292,1.7240721129888787
1,7.67837005168906e-10,5.255725103210292,1.7240721129888787
2,7.67837005168906e-10,5.255725103210292,1.7240721129888787
3,7.67837005168906e-10,5.255725103210292,1.7240721129888787
4,7.67837005168906e-10,5.255725103210292,1.7240721129888787
5,7.67837005168906e-10,5.255725103210292,1.7240721129888787
6,7.67837005168906e-10,5.255725103210292,1.7240721129888787
7,7.67837005168906e-10,5.255725103210292,1.7240721129888787
8,7.67837005168906e-10,5.255725103210292,1.7240721129888787
9,7.67837005168906e-10,5.255725103210292,1.7240721129888787
10,7.67837005168906e-10,5.255725103210292,1.7240721129888787
