,beta,tau,length
0,3.901978820045113e-12,4.182393869077253,1.2686543280513718
1,3.901978820045113e-12,4.182393869077253,1.2686543280513718
2,3.901978820045113e-12,4.182393869077253,1.2686543280513718
3,3.901978820045113e-12,4.182393869077253,1.2686543280513718
4,3.901978820045113e-12,4.182393869077253,1.2686543280513718
5,3.901978820045113e-12,4.182393869077253,1.2686543280513718
6,3.901978820045113e-12,4.182393869077253,1.2686543280513718
7,3.901978820045113e-12,4.182393869077253,1.2686543280513718
8,3.901978820045113e-12,4.182393869077253,1.2686543280513718
9,3.901978820045113e-12,4.182393869077253,1.2686543280513718
10,3.901978820045113e-12,4.182393869077253,1.2686543280513718
