,beta,tau,theta
0,0.010245301947351505,0.11650144970924102,1.4182982738621237
1,0.010245301947351505,0.11650144970924102,1.4182982738621237
2,0.010245301947351505,0.11650144970924102,1.4182982738621237
3,0.010245301947351505,0.11650144970924102,1.4182982738621237
4,0.010245301947351505,0.11650144970924102,1.4182982738621237
5,0.010245301947351505,0.11650144970924102,1.4182982738621237
6,0.010245301947351505,0.11650144970924102,1.4182982738621237
7,0.010245301947351505,0.11650144970924102,1.4182982738621237
8,0.010245301947351505,0.11650144970924102,1.4182982738621237
9,0.010245301947351505,0.11650144970924102,1.4182982738621237
10,0.010245301947351505,0.11650144970924102,1.4182982738621237
