,beta,tau
0,1.2102230246251566e-15,0.01386073190943925
1,1.2102230246251566e-15,0.01386073190943925
2,1.2102230246251566e-15,0.01386073190943925
3,1.2102230246251566e-15,0.01386073190943925
4,1.2102230246251566e-15,0.01386073190943925
5,1.2102230246251566e-15,0.01386073190943925
6,1.2102230246251566e-15,0.01386073190943925
7,1.2102230246251566e-15,0.01386073190943925
8,1.2102230246251566e-15,0.01386073190943925
9,1.2102230246251566e-15,0.01386073190943925
10,1.2102230246251566e-15,0.01386073190943925
