,beta,tau,theta
0,0.06935737750076452,0.10354046512155,0.5257662473716974
1,0.06935737750076452,0.10354046512155,0.5257662473716974
2,0.06935737750076452,0.10354046512155,0.5257662473716974
3,0.06935737750076452,0.10354046512155,0.5257662473716974
4,0.06935737750076452,0.10354046512155,0.5257662473716974
5,0.06935737750076452,0.10354046512155,0.5257662473716974
6,0.06935737750076452,0.10354046512155,0.5257662473716974
7,0.06935737750076452,0.10354046512155,0.5257662473716974
8,0.06935737750076452,0.10354046512155,0.5257662473716974
9,0.06935737750076452,0.10354046512155,0.5257662473716974
10,0.06935737750076452,0.10354046512155,0.5257662473716974
