,tau,length
0,0.0002451148626848477,4.046081846886897e-06
1,0.0002451148626848477,4.046081846886897e-06
2,0.0002451148626848477,4.046081846886897e-06
3,0.0002451148626848477,4.046081846886897e-06
4,0.0002451148626848477,4.046081846886897e-06
5,0.0002451148626848477,4.046081846886897e-06
6,0.0002451148626848477,4.046081846886897e-06
7,0.0002451148626848477,4.046081846886897e-06
8,0.0002451148626848477,4.046081846886897e-06
9,0.0002451148626848477,4.046081846886897e-06
10,0.0002451148626848477,4.046081846886897e-06
