,beta,tau,theta
0,4.3641764867768654e-13,9.99999999996831,9.999999997927212
1,4.3641764867768654e-13,9.99999999996831,9.999999997927212
2,4.3641764867768654e-13,9.99999999996831,9.999999997927212
3,4.3641764867768654e-13,9.99999999996831,9.999999997927212
4,4.3641764867768654e-13,9.99999999996831,9.999999997927212
5,4.3641764867768654e-13,9.99999999996831,9.999999997927212
6,4.3641764867768654e-13,9.99999999996831,9.999999997927212
7,4.3641764867768654e-13,9.99999999996831,9.999999997927212
8,4.3641764867768654e-13,9.99999999996831,9.999999997927212
9,4.3641764867768654e-13,9.99999999996831,9.999999997927212
10,4.3641764867768654e-13,9.99999999996831,9.999999997927212
