,beta,tau
0,1.7653345369377349e-15,0.013772778529358532
1,1.7653345369377349e-15,0.013772778529358532
2,1.7653345369377349e-15,0.013772778529358532
3,1.7653345369377349e-15,0.013772778529358532
4,1.7653345369377349e-15,0.013772778529358532
5,1.7653345369377349e-15,0.013772778529358532
6,1.7653345369377349e-15,0.013772778529358532
7,1.7653345369377349e-15,0.013772778529358532
8,1.7653345369377349e-15,0.013772778529358532
9,1.7653345369377349e-15,0.013772778529358532
10,1.7653345369377349e-15,0.013772778529358532
