,beta,tau,length
0,9.999999990316033,1.254782809395976,9.999999992114946
1,9.999999990316033,1.254782809395976,9.999999992114946
2,9.999999990316033,1.254782809395976,9.999999992114946
3,9.999999990316033,1.254782809395976,9.999999992114946
4,9.999999990316033,1.254782809395976,9.999999992114946
5,9.999999990316033,1.254782809395976,9.999999992114946
6,9.999999990316033,1.254782809395976,9.999999992114946
7,9.999999990316033,1.254782809395976,9.999999992114946
8,9.999999990316033,1.254782809395976,9.999999992114946
9,9.999999990316033,1.254782809395976,9.999999992114946
10,9.999999990316033,1.254782809395976,9.999999992114946
