,beta,tau
0,2.8755575615628914e-15,0.013699791376049587
1,2.8755575615628914e-15,0.013699791376049587
2,2.8755575615628914e-15,0.013699791376049587
3,2.8755575615628914e-15,0.013699791376049587
4,2.8755575615628914e-15,0.013699791376049587
5,2.8755575615628914e-15,0.013699791376049587
6,2.8755575615628914e-15,0.013699791376049587
7,2.8755575615628914e-15,0.013699791376049587
8,2.8755575615628914e-15,0.013699791376049587
9,2.8755575615628914e-15,0.013699791376049587
10,2.8755575615628914e-15,0.013699791376049587
