,beta,tau,theta
0,0.18052322176239322,0.02491823626250621,1.732409995279599
1,0.18052322176239322,0.02491823626250621,1.732409995279599
2,0.18052322176239322,0.02491823626250621,1.732409995279599
3,0.18052322176239322,0.02491823626250621,1.732409995279599
4,0.18052322176239322,0.02491823626250621,1.732409995279599
5,0.18052322176239322,0.02491823626250621,1.732409995279599
6,0.18052322176239322,0.02491823626250621,1.732409995279599
7,0.18052322176239322,0.02491823626250621,1.732409995279599
8,0.18052322176239322,0.02491823626250621,1.732409995279599
9,0.18052322176239322,0.02491823626250621,1.732409995279599
10,0.18052322176239322,0.02491823626250621,1.732409995279599
