,tau
0,0.06303250538000081
1,0.06303250538000081
2,0.06303250538000081
3,0.06303250538000081
4,0.06303250538000081
5,0.06303250538000081
6,0.06303250538000081
7,0.06303250538000081
8,0.06303250538000081
9,0.06303250538000081
10,0.06303250538000081
