,beta,tau,length
0,2.684569154457297,5.437225434435859,0.66054308691896
1,2.684569154457297,5.437225434435859,0.66054308691896
2,2.684569154457297,5.437225434435859,0.66054308691896
3,2.684569154457297,5.437225434435859,0.66054308691896
4,2.684569154457297,5.437225434435859,0.66054308691896
5,2.684569154457297,5.437225434435859,0.66054308691896
6,2.684569154457297,5.437225434435859,0.66054308691896
7,2.684569154457297,5.437225434435859,0.66054308691896
8,2.684569154457297,5.437225434435859,0.66054308691896
9,2.684569154457297,5.437225434435859,0.66054308691896
10,2.684569154457297,5.437225434435859,0.66054308691896
