,beta,tau,length
0,9.999999999999876,0.6158720174231731,0.18852057856561422
1,9.999999999999876,0.6158720174231731,0.18852057856561422
2,9.999999999999876,0.6158720174231731,0.18852057856561422
3,9.999999999999876,0.6158720174231731,0.18852057856561422
4,9.999999999999876,0.6158720174231731,0.18852057856561422
5,9.999999999999876,0.6158720174231731,0.18852057856561422
6,9.999999999999876,0.6158720174231731,0.18852057856561422
7,9.999999999999876,0.6158720174231731,0.18852057856561422
8,9.999999999999876,0.6158720174231731,0.18852057856561422
9,9.999999999999876,0.6158720174231731,0.18852057856561422
10,9.999999999999876,0.6158720174231731,0.18852057856561422
