,beta,tau,theta
0,9.999999999999822,9.999999999998764,9.359130703063688
1,9.999999999999822,9.999999999998764,9.359130703063688
2,9.999999999999822,9.999999999998764,9.359130703063688
3,9.999999999999822,9.999999999998764,9.359130703063688
4,9.999999999999822,9.999999999998764,9.359130703063688
5,9.999999999999822,9.999999999998764,9.359130703063688
6,9.999999999999822,9.999999999998764,9.359130703063688
7,9.999999999999822,9.999999999998764,9.359130703063688
8,9.999999999999822,9.999999999998764,9.359130703063688
9,9.999999999999822,9.999999999998764,9.359130703063688
10,9.999999999999822,9.999999999998764,9.359130703063688
