,beta,tau
0,2.8755575615628914e-15,0.0061760855870436225
1,2.8755575615628914e-15,0.0061760855870436225
2,2.8755575615628914e-15,0.0061760855870436225
3,2.8755575615628914e-15,0.0061760855870436225
4,2.8755575615628914e-15,0.0061760855870436225
5,2.8755575615628914e-15,0.0061760855870436225
6,2.8755575615628914e-15,0.0061760855870436225
7,2.8755575615628914e-15,0.0061760855870436225
8,2.8755575615628914e-15,0.0061760855870436225
9,2.8755575615628914e-15,0.0061760855870436225
10,2.8755575615628914e-15,0.0061760855870436225
