,tau,length
0,7.942300378027759e-06,0.007496988074187183
1,7.942300378027759e-06,0.007496988074187183
2,7.942300378027759e-06,0.007496988074187183
3,7.942300378027759e-06,0.007496988074187183
4,7.942300378027759e-06,0.007496988074187183
5,7.942300378027759e-06,0.007496988074187183
6,7.942300378027759e-06,0.007496988074187183
7,7.942300378027759e-06,0.007496988074187183
8,7.942300378027759e-06,0.007496988074187183
9,7.942300378027759e-06,0.007496988074187183
10,7.942300378027759e-06,0.007496988074187183
