,beta,tau,theta
0,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
1,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
2,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
3,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
4,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
5,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
6,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
7,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
8,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
9,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
10,0.03418991383702395,0.1350318396867607,6.702018484707742e-09
