,tau,theta
0,0.025584966114485897,1.4318997838436954e-06
1,0.025584966114485897,1.4318997838436954e-06
2,0.025584966114485897,1.4318997838436954e-06
3,0.025584966114485897,1.4318997838436954e-06
4,0.025584966114485897,1.4318997838436954e-06
5,0.025584966114485897,1.4318997838436954e-06
6,0.025584966114485897,1.4318997838436954e-06
7,0.025584966114485897,1.4318997838436954e-06
8,0.025584966114485897,1.4318997838436954e-06
9,0.025584966114485897,1.4318997838436954e-06
10,0.025584966114485897,1.4318997838436954e-06
