,beta,tau,theta
0,9.999999999999776,9.999999999999861,4.25151975400344
1,9.999999999999776,9.999999999999861,4.25151975400344
2,9.999999999999776,9.999999999999861,4.25151975400344
3,9.999999999999776,9.999999999999861,4.25151975400344
4,9.999999999999776,9.999999999999861,4.25151975400344
5,9.999999999999776,9.999999999999861,4.25151975400344
6,9.999999999999776,9.999999999999861,4.25151975400344
7,9.999999999999776,9.999999999999861,4.25151975400344
8,9.999999999999776,9.999999999999861,4.25151975400344
9,9.999999999999776,9.999999999999861,4.25151975400344
10,9.999999999999776,9.999999999999861,4.25151975400344
