,beta,tau
0,1.7653345369377349e-15,0.012923704490838229
1,1.7653345369377349e-15,0.012923704490838229
2,1.7653345369377349e-15,0.012923704490838229
3,1.7653345369377349e-15,0.012923704490838229
4,1.7653345369377349e-15,0.012923704490838229
5,1.7653345369377349e-15,0.012923704490838229
6,1.7653345369377349e-15,0.012923704490838229
7,1.7653345369377349e-15,0.012923704490838229
8,1.7653345369377349e-15,0.012923704490838229
9,1.7653345369377349e-15,0.012923704490838229
10,1.7653345369377349e-15,0.012923704490838229
