,tau,theta
0,0.003438111412321743,8.914567705139652e-08
1,0.003438111412321743,8.914567705139652e-08
2,0.003438111412321743,8.914567705139652e-08
3,0.003438111412321743,8.914567705139652e-08
4,0.003438111412321743,8.914567705139652e-08
5,0.003438111412321743,8.914567705139652e-08
6,0.003438111412321743,8.914567705139652e-08
7,0.003438111412321743,8.914567705139652e-08
8,0.003438111412321743,8.914567705139652e-08
9,0.003438111412321743,8.914567705139652e-08
10,0.003438111412321743,8.914567705139652e-08
