,tau,length
0,0.003740769730150684,0.0007106410362773708
1,0.003740769730150684,0.0007106410362773708
2,0.003740769730150684,0.0007106410362773708
3,0.003740769730150684,0.0007106410362773708
4,0.003740769730150684,0.0007106410362773708
5,0.003740769730150684,0.0007106410362773708
6,0.003740769730150684,0.0007106410362773708
7,0.003740769730150684,0.0007106410362773708
8,0.003740769730150684,0.0007106410362773708
9,0.003740769730150684,0.0007106410362773708
10,0.003740769730150684,0.0007106410362773708
