,beta,tau
0,1e-16,0.013685527760298844
1,1e-16,0.013685527760298844
2,1e-16,0.013685527760298844
3,1e-16,0.013685527760298844
4,1e-16,0.013685527760298844
5,1e-16,0.013685527760298844
6,1e-16,0.013685527760298844
7,1e-16,0.013685527760298844
8,1e-16,0.013685527760298844
9,1e-16,0.013685527760298844
10,1e-16,0.013685527760298844
