,tau
0,0.12872107302520264
1,0.12872107302520264
2,0.12872107302520264
3,0.12872107302520264
4,0.12872107302520264
5,0.12872107302520264
6,0.12872107302520264
7,0.12872107302520264
8,0.12872107302520264
9,0.12872107302520264
10,0.12872107302520264
