,tau
0,0.1287175809178832
1,0.1287175809178832
2,0.1287175809178832
3,0.1287175809178832
4,0.1287175809178832
5,0.1287175809178832
6,0.1287175809178832
7,0.1287175809178832
8,0.1287175809178832
9,0.1287175809178832
10,0.1287175809178832
