,beta,tau
0,1e-16,0.013624087579651268
1,1e-16,0.013624087579651268
2,1e-16,0.013624087579651268
3,1e-16,0.013624087579651268
4,1e-16,0.013624087579651268
5,1e-16,0.013624087579651268
