,tau
0,0.12873528205076934
1,0.12873528205076934
2,0.12873528205076934
3,0.12873528205076934
4,0.12873528205076934
5,0.12873528205076934
6,0.12873528205076934
7,0.12873528205076934
8,0.12873528205076934
9,0.12873528205076934
10,0.12873528205076934
