,beta,tau,length
0,6.551115123125783e-16,9.999999999999972,0.12845560706996229
1,6.551115123125783e-16,9.999999999999972,0.12845560706996229
2,6.551115123125783e-16,9.999999999999972,0.12845560706996229
3,6.551115123125783e-16,9.999999999999972,0.12845560706996229
4,6.551115123125783e-16,9.999999999999972,0.12845560706996229
5,6.551115123125783e-16,9.999999999999972,0.12845560706996229
6,6.551115123125783e-16,9.999999999999972,0.12845560706996229
7,6.551115123125783e-16,9.999999999999972,0.12845560706996229
8,6.551115123125783e-16,9.999999999999972,0.12845560706996229
9,6.551115123125783e-16,9.999999999999972,0.12845560706996229
10,6.551115123125783e-16,9.999999999999972,0.12845560706996229
