,beta,tau,length
0,0.1404846369895003,1.347184996848998,5.5406159795969465
1,0.1404846369895003,1.347184996848998,5.5406159795969465
2,0.1404846369895003,1.347184996848998,5.5406159795969465
3,0.1404846369895003,1.347184996848998,5.5406159795969465
4,0.1404846369895003,1.347184996848998,5.5406159795969465
5,0.1404846369895003,1.347184996848998,5.5406159795969465
6,0.1404846369895003,1.347184996848998,5.5406159795969465
7,0.1404846369895003,1.347184996848998,5.5406159795969465
8,0.1404846369895003,1.347184996848998,5.5406159795969465
9,0.1404846369895003,1.347184996848998,5.5406159795969465
10,0.1404846369895003,1.347184996848998,5.5406159795969465
