,tau
0,0.12872218841092198
1,0.12872218841092198
2,0.12872218841092198
3,0.12872218841092198
4,0.12872218841092198
5,0.12872218841092198
6,0.12872218841092198
7,0.12872218841092198
8,0.12872218841092198
9,0.12872218841092198
10,0.12872218841092198
