x,z,z_scaled,kernel,globalmax,horizons,environment,id,trials,agent,Edistance
2,92,63,21,63,10,smooth,8,0,human,-1
3,82,57,21,63,10,smooth,8,1,human,1
1,95,65,21,63,10,smooth,8,2,human,2
4,71,50,21,63,10,smooth,8,3,human,3
5,56,40,21,63,10,smooth,8,4,human,1
0,87,60,21,63,10,smooth,8,5,human,5
6,44,33,21,63,10,smooth,8,6,human,6
7,40,30,21,63,10,smooth,8,7,human,1
8,28,23,21,63,10,smooth,8,8,human,1
9,13,13,21,63,10,smooth,8,9,human,1
10,-1,4,21,63,10,smooth,8,10,human,1
19,25,23,25,73,10,smooth,9,0,human,9
10,58,47,25,73,10,smooth,9,1,human,9
9,63,51,25,73,10,smooth,9,2,human,1
8,70,56,25,73,10,smooth,9,3,human,1
6,63,51,25,73,10,smooth,9,4,human,2
7,66,53,25,73,10,smooth,9,5,human,1
2,98,77,25,73,10,smooth,9,6,human,5
1,100,78,25,73,10,smooth,9,7,human,1
3,84,66,25,73,10,smooth,9,8,human,2
0,89,70,25,73,10,smooth,9,9,human,3
4,69,55,25,73,10,smooth,9,10,human,4
23,94,73,4,72,5,smooth,9,0,human,-1
22,100,77,4,72,5,smooth,9,1,human,1
21,96,74,4,72,5,smooth,9,2,human,1
20,87,68,4,72,5,smooth,9,3,human,1
24,79,62,4,72,5,smooth,9,4,human,4
19,74,58,4,72,5,smooth,9,5,human,5
22,49,43,26,78,10,smooth,9,0,human,-1
10,42,38,26,78,10,smooth,9,1,human,12
4,40,36,26,78,10,smooth,9,2,human,6
16,61,53,26,78,10,smooth,9,3,human,12
17,92,77,26,78,10,smooth,9,4,human,1
18,100,83,26,78,10,smooth,9,5,human,1
19,87,73,26,78,10,smooth,9,6,human,1
20,71,60,26,78,10,smooth,9,7,human,1
1,22,22,26,78,10,smooth,9,8,human,19
27,32,30,26,78,10,smooth,9,9,human,26
21,62,53,26,78,10,smooth,9,10,human,6
18,40,30,30,62,5,smooth,9,0,human,-1
7,38,29,30,62,5,smooth,9,1,human,11
12,20,17,30,62,5,smooth,9,2,human,5
2,88,60,30,62,5,smooth,9,3,human,10
1,100,67,30,62,5,smooth,9,4,human,1
0,101,68,30,62,5,smooth,9,5,human,1
1,68,57,7,76,10,smooth,9,0,human,-1
2,53,45,7,76,10,smooth,9,1,human,1
0,59,50,7,76,10,smooth,9,2,human,2
14,51,44,7,76,10,smooth,9,3,human,14
12,99,80,7,76,10,smooth,9,4,human,2
11,91,74,7,76,10,smooth,9,5,human,1
10,79,65,7,76,10,smooth,9,6,human,1
13,84,69,7,76,10,smooth,9,7,human,3
9,81,67,7,76,10,smooth,9,8,human,4
8,92,75,7,76,10,smooth,9,9,human,1
7,101,82,7,76,10,smooth,9,10,human,1
5,48,42,28,77,5,smooth,9,0,human,-1
1,19,20,28,77,5,smooth,9,1,human,4
16,81,67,28,77,5,smooth,9,2,human,15
17,72,60,28,77,5,smooth,9,3,human,1
14,100,82,28,77,5,smooth,9,4,human,3
13,96,79,28,77,5,smooth,9,5,human,1
27,17,17,31,73,10,smooth,9,0,human,-1
14,29,26,31,73,10,smooth,9,1,human,13
21,100,78,31,73,10,smooth,9,2,human,7
22,83,66,31,73,10,smooth,9,3,human,1
20,57,47,31,73,10,smooth,9,4,human,2
10,30,27,31,73,10,smooth,9,5,human,10
7,22,21,31,73,10,smooth,9,6,human,3
5,23,22,31,73,10,smooth,9,7,human,2
2,47,39,31,73,10,smooth,9,8,human,3
0,65,52,31,73,10,smooth,9,9,human,2
18,-1,4,31,73,10,smooth,9,10,human,18
12,16,15,32,61,5,smooth,9,0,human,-1
5,66,45,32,61,5,smooth,9,1,human,7
2,0,5,32,61,5,smooth,9,2,human,3
7,62,43,32,61,5,smooth,9,3,human,5
9,82,55,32,61,5,smooth,9,4,human,2
10,62,43,32,61,5,smooth,9,5,human,1
19,56,45,3,71,10,smooth,9,0,human,-1
21,18,18,3,71,10,smooth,9,1,human,2
17,5,9,3,71,10,smooth,9,2,human,4
25,26,23,3,71,10,smooth,9,3,human,8
27,26,23,3,71,10,smooth,9,4,human,2
14,72,56,3,71,10,smooth,9,5,human,13
12,100,76,3,71,10,smooth,9,6,human,2
13,101,77,3,71,10,smooth,9,7,human,1
15,29,26,3,71,10,smooth,9,8,human,2
7,53,43,3,71,10,smooth,9,9,human,8
5,34,29,3,71,10,smooth,9,10,human,2
28,74,60,38,74,5,smooth,9,0,human,-1
29,88,70,38,74,5,smooth,9,1,human,1
27,64,52,38,74,5,smooth,9,2,human,2
26,59,49,38,74,5,smooth,9,3,human,1
23,63,52,38,74,5,smooth,9,4,human,3
22,48,41,38,74,5,smooth,9,5,human,1
13,61,53,37,78,10,smooth,9,0,human,-1
12,51,45,37,78,10,smooth,9,1,human,1
14,66,56,37,78,10,smooth,9,2,human,2
15,69,59,37,78,10,smooth,9,3,human,1
17,85,71,37,78,10,smooth,9,4,human,2
18,89,74,37,78,10,smooth,9,5,human,1
19,81,68,37,78,10,smooth,9,6,human,1
20,76,64,37,78,10,smooth,9,7,human,1
16,78,66,37,78,10,smooth,9,8,human,4
21,74,63,37,78,10,smooth,9,9,human,5
22,70,60,37,78,10,smooth,9,10,human,1
12,25,24,13,77,5,smooth,9,0,human,-1
8,6,10,13,77,5,smooth,9,1,human,4
5,71,60,13,77,5,smooth,9,2,human,3
3,74,62,13,77,5,smooth,9,3,human,2
1,79,66,13,77,5,smooth,9,4,human,2
0,69,58,13,77,5,smooth,9,5,human,1
10,33,25,14,62,10,smooth,9,0,human,-1
14,17,16,14,62,10,smooth,9,1,human,4
6,-1,4,14,62,10,smooth,9,2,human,8
2,96,65,14,62,10,smooth,9,3,human,4
1,100,67,14,62,10,smooth,9,4,human,1
0,83,56,14,62,10,smooth,9,5,human,1
3,72,50,14,62,10,smooth,9,6,human,3
19,59,42,14,62,10,smooth,9,7,human,16
22,49,35,14,62,10,smooth,9,8,human,3
20,47,34,14,62,10,smooth,9,9,human,2
17,66,46,14,62,10,smooth,9,10,human,3
20,76,51,24,60,5,smooth,9,0,human,-1
18,65,44,24,60,5,smooth,9,1,human,2
23,61,42,24,60,5,smooth,9,2,human,5
26,57,39,24,60,5,smooth,9,3,human,3
11,60,41,24,60,5,smooth,9,4,human,15
8,101,66,24,60,5,smooth,9,5,human,3
12,94,65,36,64,10,smooth,9,0,human,-1
11,99,68,36,64,10,smooth,9,1,human,1
13,70,50,36,64,10,smooth,9,2,human,2
10,94,65,36,64,10,smooth,9,3,human,3
9,83,58,36,64,10,smooth,9,4,human,1
8,65,47,36,64,10,smooth,9,5,human,1
4,50,37,36,64,10,smooth,9,6,human,4
17,78,55,36,64,10,smooth,9,7,human,13
18,58,42,36,64,10,smooth,9,8,human,1
15,67,48,36,64,10,smooth,9,9,human,3
23,18,17,36,64,10,smooth,9,10,human,8
6,23,23,6,78,5,smooth,9,0,human,-1
2,17,18,6,78,5,smooth,9,1,human,4
15,88,74,6,78,5,smooth,9,2,human,13
16,63,54,6,78,5,smooth,9,3,human,1
14,100,83,6,78,5,smooth,9,4,human,2
13,95,79,6,78,5,smooth,9,5,human,1
20,99,79,28,75,5,rough,14,0,human,7
19,96,77,28,75,5,rough,14,1,human,1
21,71,58,28,75,5,rough,14,2,human,2
18,63,52,28,75,5,rough,14,3,human,3
17,24,23,28,75,5,rough,14,4,human,1
22,43,37,28,75,5,rough,14,5,human,5
10,23,21,38,71,10,rough,14,0,human,-1
16,71,55,38,71,10,rough,14,1,human,6
17,39,33,38,71,10,rough,14,2,human,1
15,92,70,38,71,10,rough,14,3,human,2
14,66,52,38,71,10,rough,14,4,human,1
13,48,39,38,71,10,rough,14,5,human,1
23,33,28,38,71,10,rough,14,6,human,10
22,56,45,38,71,10,rough,14,7,human,1
27,54,43,38,71,10,rough,14,8,human,5
20,20,19,38,71,10,rough,14,9,human,7
6,62,49,38,71,10,rough,14,10,human,14
9,55,39,33,61,5,rough,14,0,human,-1
11,70,48,33,61,5,rough,14,1,human,2
10,88,59,33,61,5,rough,14,2,human,1
13,36,27,33,61,5,rough,14,3,human,3
12,32,25,33,61,5,rough,14,4,human,1
19,27,21,33,61,5,rough,14,5,human,7
5,72,60,15,76,10,rough,14,0,human,-1
6,75,62,15,76,10,rough,14,1,human,1
4,87,71,15,76,10,rough,14,2,human,2
3,101,82,15,76,10,rough,14,3,human,1
2,73,60,15,76,10,rough,14,4,human,1
0,99,80,15,76,10,rough,14,5,human,2
2,74,61,15,76,10,rough,14,6,human,2
1,94,76,15,76,10,rough,14,7,human,1
7,66,55,15,76,10,rough,14,8,human,6
8,60,51,15,76,10,rough,14,9,human,1
9,80,66,15,76,10,rough,14,10,human,1
10,42,31,23,63,5,rough,14,0,human,-1
4,50,37,23,63,5,rough,14,1,human,6
17,66,47,23,63,5,rough,14,2,human,13
18,53,38,23,63,5,rough,14,3,human,1
15,83,57,23,63,5,rough,14,4,human,3
16,88,60,23,63,5,rough,14,5,human,1
26,29,23,25,63,10,rough,14,0,human,-1
12,15,14,25,63,10,rough,14,1,human,14
6,73,51,25,63,10,rough,14,2,human,6
3,57,41,25,63,10,rough,14,3,human,3
5,28,23,25,63,10,rough,14,4,human,2
7,78,54,25,63,10,rough,14,5,human,2
8,56,40,25,63,10,rough,14,6,human,1
9,65,46,25,63,10,rough,14,7,human,1
2,47,35,25,63,10,rough,14,8,human,7
10,38,29,25,63,10,rough,14,9,human,8
4,31,25,25,63,10,rough,14,10,human,6
8,63,53,14,76,5,rough,14,0,human,-1
7,43,38,14,76,5,rough,14,1,human,1
9,59,50,14,76,5,rough,14,2,human,2
10,46,40,14,76,5,rough,14,3,human,1
11,34,31,14,76,5,rough,14,4,human,1
12,57,48,14,76,5,rough,14,5,human,1
23,72,59,0,75,10,rough,14,0,human,-1
24,91,73,0,75,10,rough,14,1,human,1
24,89,72,0,75,10,rough,14,2,human,0
24,91,73,0,75,10,rough,14,3,human,0
24,89,72,0,75,10,rough,14,4,human,0
22,92,74,0,75,10,rough,14,5,human,2
22,94,76,0,75,10,rough,14,6,human,0
21,55,46,0,75,10,rough,14,7,human,1
20,72,59,0,75,10,rough,14,8,human,1
23,72,59,0,75,10,rough,14,9,human,3
24,90,73,0,75,10,rough,14,10,human,1
14,19,19,2,72,5,rough,14,0,human,-1
12,21,20,2,72,5,rough,14,1,human,2
5,63,50,2,72,5,rough,14,2,human,7
4,33,29,2,72,5,rough,14,3,human,1
3,21,20,2,72,5,rough,14,4,human,1
6,94,73,2,72,5,rough,14,5,human,3
24,87,61,32,64,10,rough,14,0,human,-1
23,76,54,32,64,10,rough,14,1,human,1
25,45,34,32,64,10,rough,14,2,human,2
17,68,49,32,64,10,rough,14,3,human,8
14,49,36,32,64,10,rough,14,4,human,3
10,87,61,32,64,10,rough,14,5,human,4
9,57,41,32,64,10,rough,14,6,human,1
11,72,51,32,64,10,rough,14,7,human,2
7,52,38,32,64,10,rough,14,8,human,4
12,88,61,32,64,10,rough,14,9,human,5
14,52,38,32,64,10,rough,14,10,human,2
5,64,43,34,60,5,rough,14,0,human,-1
15,8,10,34,60,5,rough,14,1,human,10
21,3,7,34,60,5,rough,14,2,human,6
9,0,5,34,60,5,rough,14,3,human,12
3,42,30,34,60,5,rough,14,4,human,6
4,29,22,34,60,5,rough,14,5,human,1
25,100,72,29,67,10,rough,14,0,human,-1
26,82,60,29,67,10,rough,14,1,human,1
24,53,41,29,67,10,rough,14,2,human,2
23,39,31,29,67,10,rough,14,3,human,1
27,35,28,29,67,10,rough,14,4,human,4
15,24,21,29,67,10,rough,14,5,human,12
10,75,55,29,67,10,rough,14,6,human,5
6,69,51,29,67,10,rough,14,7,human,4
9,65,49,29,67,10,rough,14,8,human,3
8,70,52,29,67,10,rough,14,9,human,1
7,61,46,29,67,10,rough,14,10,human,1
3,48,43,31,80,5,rough,14,0,human,-1
7,45,41,31,80,5,rough,14,1,human,4
3,50,45,31,80,5,rough,14,2,human,4
4,99,84,31,80,5,rough,14,3,human,1
6,62,55,31,80,5,rough,14,4,human,2
5,98,83,31,80,5,rough,14,5,human,1
13,15,17,27,78,10,rough,14,0,human,-1
11,95,79,27,78,10,rough,14,1,human,2
10,46,41,27,78,10,rough,14,2,human,1
9,34,32,27,78,10,rough,14,3,human,1
12,60,52,27,78,10,rough,14,4,human,3
21,18,19,27,78,10,rough,14,5,human,9
20,28,27,27,78,10,rough,14,6,human,1
17,100,83,27,78,10,rough,14,7,human,3
16,75,64,27,78,10,rough,14,8,human,1
18,83,70,27,78,10,rough,14,9,human,2
15,63,54,27,78,10,rough,14,10,human,3
25,33,29,21,74,5,rough,14,0,human,-1
21,26,24,21,74,5,rough,14,1,human,4
7,100,79,21,74,5,rough,14,2,human,14
6,58,48,21,74,5,rough,14,3,human,1
9,55,46,21,74,5,rough,14,4,human,3
8,83,66,21,74,5,rough,14,5,human,1
8,52,40,19,67,10,rough,14,0,human,-1
23,0,5,19,67,10,rough,14,1,human,15
16,50,39,19,67,10,rough,14,2,human,7
8,53,41,19,67,10,rough,14,3,human,8
7,50,39,19,67,10,rough,14,4,human,1
5,40,32,19,67,10,rough,14,5,human,2
4,49,38,19,67,10,rough,14,6,human,1
6,26,22,19,67,10,rough,14,7,human,2
12,100,72,19,67,10,rough,14,8,human,6
12,99,71,19,67,10,rough,14,9,human,0
12,100,72,19,67,10,rough,14,10,human,0
10,94,72,36,71,5,smooth,15,0,human,-1
6,25,23,36,71,5,smooth,15,1,human,4
7,39,33,36,71,5,smooth,15,2,human,1
23,19,18,36,71,5,smooth,15,3,human,16
8,65,51,36,71,5,smooth,15,4,human,15
9,85,65,36,71,5,smooth,15,5,human,1
12,48,34,24,61,10,smooth,15,0,human,-1
11,59,41,24,61,10,smooth,15,1,human,1
4,9,10,24,61,10,smooth,15,2,human,7
8,101,67,24,61,10,smooth,15,3,human,4
9,92,61,24,61,10,smooth,15,4,human,1
7,91,61,24,61,10,smooth,15,5,human,2
6,65,45,24,61,10,smooth,15,6,human,1
10,75,51,24,61,10,smooth,15,7,human,4
19,74,50,24,61,10,smooth,15,8,human,9
20,76,51,24,61,10,smooth,15,9,human,1
22,67,46,24,61,10,smooth,15,10,human,2
19,83,68,37,76,5,smooth,15,0,human,-1
18,87,71,37,76,5,smooth,15,1,human,1
17,85,70,37,76,5,smooth,15,2,human,1
16,75,62,37,76,5,smooth,15,3,human,1
20,77,64,37,76,5,smooth,15,4,human,4
21,75,62,37,76,5,smooth,15,5,human,1
6,20,18,6,64,10,smooth,15,0,human,-1
22,19,17,6,64,10,smooth,15,1,human,16
14,100,69,6,64,10,smooth,15,2,human,8
13,96,66,6,64,10,smooth,15,3,human,1
15,85,59,6,64,10,smooth,15,4,human,2
12,75,53,6,64,10,smooth,15,5,human,3
16,62,45,6,64,10,smooth,15,6,human,4
11,45,34,6,64,10,smooth,15,7,human,5
1,5,8,6,64,10,smooth,15,8,human,10
17,31,25,6,64,10,smooth,15,9,human,16
10,23,20,6,64,10,smooth,15,10,human,7
9,63,45,25,64,5,smooth,15,0,human,-1
8,66,47,25,64,5,smooth,15,1,human,1
7,65,47,25,64,5,smooth,15,2,human,1
6,65,47,25,64,5,smooth,15,3,human,1
5,63,45,25,64,5,smooth,15,4,human,1
22,4,8,25,64,5,smooth,15,5,human,17
9,99,80,8,76,10,smooth,15,0,human,-1
10,96,78,8,76,10,smooth,15,1,human,1
8,96,78,8,76,10,smooth,15,2,human,2
7,82,67,8,76,10,smooth,15,3,human,1
11,86,70,8,76,10,smooth,15,4,human,4
12,75,62,8,76,10,smooth,15,5,human,1
6,67,56,8,76,10,smooth,15,6,human,6
13,60,51,8,76,10,smooth,15,7,human,7
14,54,46,8,76,10,smooth,15,8,human,1
5,49,42,8,76,10,smooth,15,9,human,9
4,36,32,8,76,10,smooth,15,10,human,1
23,5,9,30,78,5,smooth,15,0,human,-1
9,64,55,30,78,5,smooth,15,1,human,14
8,54,47,30,78,5,smooth,15,2,human,1
10,62,53,30,78,5,smooth,15,3,human,2
11,42,38,30,78,5,smooth,15,4,human,1
12,17,18,30,78,5,smooth,15,5,human,1
12,48,37,11,67,10,smooth,15,0,human,-1
16,52,40,11,67,10,smooth,15,1,human,4
19,52,40,11,67,10,smooth,15,2,human,3
22,0,5,11,67,10,smooth,15,3,human,3
17,52,40,11,67,10,smooth,15,4,human,5
15,49,38,11,67,10,smooth,15,5,human,2
18,53,41,11,67,10,smooth,15,6,human,3
14,52,40,11,67,10,smooth,15,7,human,4
13,55,42,11,67,10,smooth,15,8,human,1
11,34,28,11,67,10,smooth,15,9,human,2
10,31,26,11,67,10,smooth,15,10,human,1
0,100,72,17,67,5,smooth,15,0,human,-1
1,93,67,17,67,5,smooth,15,1,human,1
2,86,63,17,67,5,smooth,15,2,human,1
3,72,53,17,67,5,smooth,15,3,human,1
4,48,37,17,67,5,smooth,15,4,human,1
5,18,17,17,67,5,smooth,15,5,human,1
0,100,78,2,73,10,smooth,15,0,human,-1
1,99,77,2,73,10,smooth,15,1,human,1
2,75,60,2,73,10,smooth,15,2,human,1
3,53,44,2,73,10,smooth,15,3,human,1
4,34,30,2,73,10,smooth,15,4,human,1
5,5,9,2,73,10,smooth,15,5,human,1
22,44,37,2,73,10,smooth,15,6,human,17
21,48,40,2,73,10,smooth,15,7,human,1
20,30,27,2,73,10,smooth,15,8,human,1
23,25,23,2,73,10,smooth,15,9,human,3
12,15,16,2,73,10,smooth,15,10,human,11
14,16,17,20,76,5,smooth,15,0,human,-1
25,54,46,20,76,5,smooth,15,1,human,11
24,57,48,20,76,5,smooth,15,2,human,1
26,47,41,20,76,5,smooth,15,3,human,2
23,64,54,20,76,5,smooth,15,4,human,3
22,79,65,20,76,5,smooth,15,5,human,1
7,84,69,4,76,10,smooth,15,0,human,-1
8,93,76,4,76,10,smooth,15,1,human,1
9,96,78,4,76,10,smooth,15,2,human,1
10,83,68,4,76,10,smooth,15,3,human,1
11,60,51,4,76,10,smooth,15,4,human,1
6,74,61,4,76,10,smooth,15,5,human,5
5,67,56,4,76,10,smooth,15,6,human,1
4,75,62,4,76,10,smooth,15,7,human,1
3,88,72,4,76,10,smooth,15,8,human,1
2,86,70,4,76,10,smooth,15,9,human,1
1,76,63,4,76,10,smooth,15,10,human,1
3,81,58,21,65,5,smooth,15,0,human,-1
4,69,50,21,65,5,smooth,15,1,human,1
2,91,64,21,65,5,smooth,15,2,human,2
1,96,67,21,65,5,smooth,15,3,human,1
0,87,62,21,65,5,smooth,15,4,human,1
5,57,42,21,65,5,smooth,15,5,human,5
24,94,73,1,72,10,smooth,15,0,human,-1
23,95,73,1,72,10,smooth,15,1,human,1
25,76,60,1,72,10,smooth,15,2,human,2
26,44,37,1,72,10,smooth,15,3,human,1
22,91,71,1,72,10,smooth,15,4,human,4
20,99,76,1,72,10,smooth,15,5,human,2
21,96,74,1,72,10,smooth,15,6,human,1
19,95,73,1,72,10,smooth,15,7,human,2
18,87,68,1,72,10,smooth,15,8,human,1
17,83,65,1,72,10,smooth,15,9,human,1
16,74,58,1,72,10,smooth,15,10,human,1
25,93,73,27,73,5,smooth,15,0,human,-1
24,77,61,27,73,5,smooth,15,1,human,1
26,101,79,27,73,5,smooth,15,2,human,2
27,92,72,27,73,5,smooth,15,3,human,1
28,69,55,27,73,5,smooth,15,4,human,1
23,67,54,27,73,5,smooth,15,5,human,5
20,23,20,13,65,10,smooth,15,0,human,-1
7,26,22,13,65,10,smooth,15,1,human,13
14,54,40,13,65,10,smooth,15,2,human,7
13,42,32,13,65,10,smooth,15,3,human,1
15,55,41,13,65,10,smooth,15,4,human,2
16,47,36,13,65,10,smooth,15,5,human,1
27,99,69,13,65,10,smooth,15,6,human,11
28,90,64,13,65,10,smooth,15,7,human,1
29,78,56,13,65,10,smooth,15,8,human,1
26,100,70,13,65,10,smooth,15,9,human,3
25,82,58,13,65,10,smooth,15,10,human,1
1,9,12,3,80,10,smooth,16,0,human,24
6,47,43,3,80,10,smooth,16,1,human,5
7,56,50,3,80,10,smooth,16,2,human,1
8,52,47,3,80,10,smooth,16,3,human,1
9,48,43,3,80,10,smooth,16,4,human,1
10,60,53,3,80,10,smooth,16,5,human,1
11,79,68,3,80,10,smooth,16,6,human,1
12,100,85,3,80,10,smooth,16,7,human,1
13,99,84,3,80,10,smooth,16,8,human,1
14,72,63,3,80,10,smooth,16,9,human,1
15,30,29,3,80,10,smooth,16,10,human,1
6,31,28,29,73,5,smooth,16,0,human,-1
22,59,48,29,73,5,smooth,16,1,human,16
23,56,46,29,73,5,smooth,16,2,human,1
24,34,30,29,73,5,smooth,16,3,human,1
20,68,55,29,73,5,smooth,16,4,human,4
19,84,66,29,73,5,smooth,16,5,human,1
26,48,35,20,62,10,smooth,16,0,human,-1
5,14,14,20,62,10,smooth,16,1,human,21
15,24,20,20,62,10,smooth,16,2,human,10
16,44,32,20,62,10,smooth,16,3,human,1
18,86,58,20,62,10,smooth,16,4,human,2
19,99,66,20,62,10,smooth,16,5,human,1
20,99,66,20,62,10,smooth,16,6,human,1
21,92,62,20,62,10,smooth,16,7,human,1
22,77,53,20,62,10,smooth,16,8,human,1
17,65,45,20,62,10,smooth,16,9,human,5
23,63,44,20,62,10,smooth,16,10,human,6
6,68,53,8,71,5,smooth,16,0,human,-1
7,83,64,8,71,5,smooth,16,1,human,1
8,96,73,8,71,5,smooth,16,2,human,1
9,100,76,8,71,5,smooth,16,3,human,1
10,95,72,8,71,5,smooth,16,4,human,1
11,85,65,8,71,5,smooth,16,5,human,1
22,100,67,28,62,10,smooth,16,0,human,-1
23,91,61,28,62,10,smooth,16,1,human,1
21,96,65,28,62,10,smooth,16,2,human,2
20,88,60,28,62,10,smooth,16,3,human,1
19,78,53,28,62,10,smooth,16,4,human,1
18,72,50,28,62,10,smooth,16,5,human,1
24,71,49,28,62,10,smooth,16,6,human,6
25,52,37,28,62,10,smooth,16,7,human,1
26,35,27,28,62,10,smooth,16,8,human,1
5,48,35,28,62,10,smooth,16,9,human,21
7,15,14,28,62,10,smooth,16,10,human,2
29,71,51,23,65,5,smooth,16,0,human,-1
28,91,64,23,65,5,smooth,16,1,human,1
27,99,69,23,65,5,smooth,16,2,human,1
26,82,58,23,65,5,smooth,16,3,human,1
25,45,34,23,65,5,smooth,16,4,human,1
24,20,18,23,65,5,smooth,16,5,human,1
10,11,13,5,69,10,smooth,16,0,human,-1
24,53,42,5,69,10,smooth,16,1,human,14
25,50,40,5,69,10,smooth,16,2,human,1
21,37,31,5,69,10,smooth,16,3,human,4
22,39,32,5,69,10,smooth,16,4,human,1
23,48,38,5,69,10,smooth,16,5,human,1
3,43,35,5,69,10,smooth,16,6,human,20
14,92,68,5,69,10,smooth,16,7,human,11
15,100,74,5,69,10,smooth,16,8,human,1
16,93,69,5,69,10,smooth,16,9,human,1
17,85,64,5,69,10,smooth,16,10,human,1
21,99,64,12,60,5,smooth,16,0,human,-1
22,93,61,12,60,5,smooth,16,1,human,1
20,77,51,12,60,5,smooth,16,2,human,2
23,63,43,12,60,5,smooth,16,3,human,3
24,42,30,12,60,5,smooth,16,4,human,1
19,51,36,12,60,5,smooth,16,5,human,5
0,53,40,1,66,10,smooth,16,0,human,-1
19,97,69,1,66,10,smooth,16,1,human,19
20,100,71,1,66,10,smooth,16,2,human,1
21,98,70,1,66,10,smooth,16,3,human,1
22,91,65,1,66,10,smooth,16,4,human,1
23,94,67,1,66,10,smooth,16,5,human,1
24,96,68,1,66,10,smooth,16,6,human,1
25,78,56,1,66,10,smooth,16,7,human,1
18,87,62,1,66,10,smooth,16,8,human,7
17,80,58,1,66,10,smooth,16,9,human,1
16,74,54,1,66,10,smooth,16,10,human,1
17,49,37,33,66,5,smooth,16,0,human,-1
4,71,52,33,66,5,smooth,16,1,human,13
5,35,28,33,66,5,smooth,16,2,human,1
3,91,65,33,66,5,smooth,16,3,human,2
2,99,70,33,66,5,smooth,16,4,human,1
1,101,72,33,66,5,smooth,16,5,human,1
14,42,36,15,73,10,smooth,16,0,human,-1
4,87,69,15,73,10,smooth,16,1,human,10
3,73,58,15,73,10,smooth,16,2,human,1
5,100,78,15,73,10,smooth,16,3,human,2
6,97,76,15,73,10,smooth,16,4,human,1
7,79,63,15,73,10,smooth,16,5,human,1
8,58,47,15,73,10,smooth,16,6,human,1
2,56,46,15,73,10,smooth,16,7,human,6
1,44,37,15,73,10,smooth,16,8,human,1
9,50,42,15,73,10,smooth,16,9,human,8
10,49,41,15,73,10,smooth,16,10,human,1
3,58,40,39,60,5,smooth,16,0,human,-1
21,1,6,39,60,5,smooth,16,1,human,18
6,30,23,39,60,5,smooth,16,2,human,15
11,68,46,39,60,5,smooth,16,3,human,5
12,88,58,39,60,5,smooth,16,4,human,1
13,102,66,39,60,5,smooth,16,5,human,1
17,79,63,38,73,10,smooth,16,0,human,-1
18,50,42,38,73,10,smooth,16,1,human,1
16,99,77,38,73,10,smooth,16,2,human,2
15,99,77,38,73,10,smooth,16,3,human,1
14,76,60,38,73,10,smooth,16,4,human,1
13,37,32,38,73,10,smooth,16,5,human,1
12,5,9,38,73,10,smooth,16,6,human,1
23,66,53,38,73,10,smooth,16,7,human,11
24,67,54,38,73,10,smooth,16,8,human,1
25,63,51,38,73,10,smooth,16,9,human,1
27,64,52,38,73,10,smooth,16,10,human,2
7,100,69,7,64,5,smooth,16,0,human,-1
8,95,66,7,64,5,smooth,16,1,human,1
6,90,63,7,64,5,smooth,16,2,human,2
5,61,44,7,64,5,smooth,16,3,human,1
9,81,57,7,64,5,smooth,16,4,human,4
10,79,56,7,64,5,smooth,16,5,human,1
10,101,76,22,70,10,smooth,16,0,human,-1
11,97,73,22,70,10,smooth,16,1,human,1
12,80,61,22,70,10,smooth,16,2,human,1
13,52,41,22,70,10,smooth,16,3,human,1
9,94,71,22,70,10,smooth,16,4,human,4
8,76,58,22,70,10,smooth,16,5,human,1
7,42,34,22,70,10,smooth,16,6,human,1
22,12,13,22,70,10,smooth,16,7,human,15
3,16,16,22,70,10,smooth,16,8,human,19
27,39,32,22,70,10,smooth,16,9,human,24
17,25,23,22,70,10,smooth,16,10,human,10
29,5,9,35,77,5,smooth,16,0,human,-1
6,56,48,35,77,5,smooth,16,1,human,23
7,56,48,35,77,5,smooth,16,2,human,1
8,53,46,35,77,5,smooth,16,3,human,1
9,38,34,35,77,5,smooth,16,4,human,1
5,49,43,35,77,5,smooth,16,5,human,4
24,47,33,10,60,5,rough,21,0,human,19
4,29,22,10,60,5,rough,21,1,human,20
11,55,38,10,60,5,rough,21,2,human,7
17,14,13,10,60,5,rough,21,3,human,6
12,44,31,10,60,5,rough,21,4,human,5
10,98,64,10,60,5,rough,21,5,human,2
25,96,68,6,66,10,rough,21,0,human,-1
24,101,72,6,66,10,rough,21,1,human,1
23,66,49,6,66,10,rough,21,2,human,1
26,48,37,6,66,10,rough,21,3,human,3
18,83,60,6,66,10,rough,21,4,human,8
17,100,71,6,66,10,rough,21,5,human,1
16,67,49,6,66,10,rough,21,6,human,1
19,48,37,6,66,10,rough,21,7,human,3
11,76,55,6,66,10,rough,21,8,human,8
10,88,63,6,66,10,rough,21,9,human,1
9,70,51,6,66,10,rough,21,10,human,1
26,35,26,16,61,5,rough,21,0,human,-1
15,72,49,16,61,5,rough,21,1,human,11
14,91,61,16,61,5,rough,21,2,human,1
13,96,64,16,61,5,rough,21,3,human,1
12,86,57,16,61,5,rough,21,4,human,1
11,81,54,16,61,5,rough,21,5,human,1
9,58,46,33,70,10,rough,21,0,human,-1
10,87,66,33,70,10,rough,21,1,human,1
11,71,55,33,70,10,rough,21,2,human,1
12,30,26,33,70,10,rough,21,3,human,1
8,52,41,33,70,10,rough,21,4,human,4
7,67,52,33,70,10,rough,21,5,human,1
6,37,31,33,70,10,rough,21,6,human,1
