x,z,z_scaled,kernel,globalmax,horizons,environment,id,trials,agent,Edistance
8,70,48,2,62,10,rough,1,9,human,1
2,27,22,2,62,10,rough,1,10,human,6
12,47,41,20,77,5,rough,1,0,human,-1
13,0,5,20,77,5,rough,1,1,human,1
11,46,40,20,77,5,rough,1,2,human,2
10,71,60,20,77,5,rough,1,3,human,1
9,100,82,20,77,5,rough,1,4,human,1
8,52,45,20,77,5,rough,1,5,human,1
4,55,38,12,60,10,rough,1,0,human,-1
7,6,9,12,60,10,rough,1,1,human,3
1,13,13,12,60,10,rough,1,2,human,6
11,37,27,12,60,10,rough,1,3,human,10
14,101,66,12,60,10,rough,1,4,human,3
15,95,62,12,60,10,rough,1,5,human,1
13,51,36,12,60,10,rough,1,6,human,2
19,27,21,12,60,10,rough,1,7,human,6
23,26,21,12,60,10,rough,1,8,human,4
26,1,6,12,60,10,rough,1,9,human,3
28,42,30,12,60,10,rough,1,10,human,2
20,55,42,7,68,5,rough,1,0,human,-1
19,16,16,7,68,5,rough,1,1,human,1
21,100,73,7,68,5,rough,1,2,human,2
22,74,55,7,68,5,rough,1,3,human,1
23,37,30,7,68,5,rough,1,4,human,1
13,68,51,7,68,5,rough,1,5,human,10
23,61,51,15,76,10,rough,1,0,human,-1
22,71,59,15,76,10,rough,1,1,human,1
21,73,60,15,76,10,rough,1,2,human,1
20,68,57,15,76,10,rough,1,3,human,1
13,7,10,15,76,10,rough,1,4,human,7
15,41,36,15,76,10,rough,1,5,human,2
17,56,48,15,76,10,rough,1,6,human,2
18,32,29,15,76,10,rough,1,7,human,1
8,58,49,15,76,10,rough,1,8,human,10
7,65,54,15,76,10,rough,1,9,human,1
6,78,64,15,76,10,rough,1,10,human,1
6,51,42,22,73,5,rough,1,0,human,-1
7,47,39,22,73,5,rough,1,1,human,1
5,40,34,22,73,5,rough,1,2,human,2
13,42,36,22,73,5,rough,1,3,human,8
17,69,55,22,73,5,rough,1,4,human,4
18,31,28,22,73,5,rough,1,5,human,1
5,85,59,37,64,10,rough,1,0,human,-1
4,49,36,37,64,10,rough,1,1,human,1
6,91,63,37,64,10,rough,1,2,human,2
8,23,20,37,64,10,rough,1,3,human,2
7,48,36,37,64,10,rough,1,4,human,1
16,74,52,37,64,10,rough,1,5,human,9
17,72,51,37,64,10,rough,1,6,human,1
15,75,53,37,64,10,rough,1,7,human,2
18,44,33,37,64,10,rough,1,8,human,3
14,65,47,37,64,10,rough,1,9,human,4
13,30,24,37,64,10,rough,1,10,human,1
20,53,39,21,64,5,rough,1,0,human,-1
18,55,40,21,64,5,rough,1,1,human,2
22,-1,4,21,64,5,rough,1,2,human,4
13,66,47,21,64,5,rough,1,3,human,9
12,44,33,21,64,5,rough,1,4,human,1
14,55,40,21,64,5,rough,1,5,human,2
1,4,8,32,78,5,smooth,2,0,human,13
7,61,53,32,78,5,smooth,2,1,human,6
8,72,61,32,78,5,smooth,2,2,human,1
9,83,70,32,78,5,smooth,2,3,human,1
10,64,55,32,78,5,smooth,2,4,human,1
9,82,69,32,78,5,smooth,2,5,human,1
29,52,39,27,66,10,smooth,2,0,human,-1
23,66,49,27,66,10,smooth,2,1,human,6
17,85,61,27,66,10,smooth,2,2,human,6
16,78,56,27,66,10,smooth,2,3,human,1
18,84,60,27,66,10,smooth,2,4,human,2
17,88,63,27,66,10,smooth,2,5,human,1
17,87,62,27,66,10,smooth,2,6,human,0
17,86,62,27,66,10,smooth,2,7,human,0
17,85,61,27,66,10,smooth,2,8,human,0
17,86,62,27,66,10,smooth,2,9,human,0
17,86,62,27,66,10,smooth,2,10,human,0
23,39,36,6,80,5,smooth,2,0,human,-1
2,17,19,6,80,5,smooth,2,1,human,21
8,6,10,6,80,5,smooth,2,2,human,6
14,100,85,6,80,5,smooth,2,3,human,6
14,96,82,6,80,5,smooth,2,4,human,0
14,100,85,6,80,5,smooth,2,5,human,0
3,65,57,10,80,10,smooth,2,0,human,-1
4,57,51,10,80,10,smooth,2,1,human,1
16,91,78,10,80,10,smooth,2,2,human,12
17,100,85,10,80,10,smooth,2,3,human,1
18,93,79,10,80,10,smooth,2,4,human,1
17,100,85,10,80,10,smooth,2,5,human,1
17,101,86,10,80,10,smooth,2,6,human,0
17,99,84,10,80,10,smooth,2,7,human,0
17,99,84,10,80,10,smooth,2,8,human,0
17,99,84,10,80,10,smooth,2,9,human,0
17,101,86,10,80,10,smooth,2,10,human,0
15,58,51,17,80,5,smooth,2,0,human,-1
22,41,38,17,80,5,smooth,2,1,human,7
7,0,5,17,80,5,smooth,2,2,human,15
14,49,44,17,80,5,smooth,2,3,human,7
15,57,51,17,80,5,smooth,2,4,human,1
15,57,51,17,80,5,smooth,2,5,human,0
23,0,5,3,78,10,smooth,2,0,human,-1
14,75,64,3,78,10,smooth,2,1,human,9
13,101,84,3,78,10,smooth,2,2,human,1
12,97,81,3,78,10,smooth,2,3,human,1
13,100,83,3,78,10,smooth,2,4,human,1
13,100,83,3,78,10,smooth,2,5,human,0
13,100,83,3,78,10,smooth,2,6,human,0
13,99,82,3,78,10,smooth,2,7,human,0
13,98,81,3,78,10,smooth,2,8,human,0
13,100,83,3,78,10,smooth,2,9,human,0
13,100,83,3,78,10,smooth,2,10,human,0
14,91,60,5,60,5,smooth,2,0,human,-1
6,39,28,5,60,5,smooth,2,1,human,8
13,82,54,5,60,5,smooth,2,2,human,7
15,99,64,5,60,5,smooth,2,3,human,2
16,93,61,5,60,5,smooth,2,4,human,1
15,100,65,5,60,5,smooth,2,5,human,1
0,100,71,30,66,10,smooth,2,0,human,-1
1,98,70,30,66,10,smooth,2,1,human,1
0,100,71,30,66,10,smooth,2,2,human,1
0,98,70,30,66,10,smooth,2,3,human,0
0,100,71,30,66,10,smooth,2,4,human,0
0,99,70,30,66,10,smooth,2,5,human,0
0,100,71,30,66,10,smooth,2,6,human,0
0,100,71,30,66,10,smooth,2,7,human,0
0,101,72,30,66,10,smooth,2,8,human,0
0,100,71,30,66,10,smooth,2,9,human,0
0,101,72,30,66,10,smooth,2,10,human,0
23,65,57,38,80,5,smooth,2,0,human,-1
15,99,84,38,80,5,smooth,2,1,human,8
14,77,67,38,80,5,smooth,2,2,human,1
15,100,85,38,80,5,smooth,2,3,human,1
15,101,86,38,80,5,smooth,2,4,human,0
15,102,87,38,80,5,smooth,2,5,human,0
26,71,49,33,62,10,smooth,2,0,human,-1
18,61,43,33,62,10,smooth,2,1,human,8
6,21,18,33,62,10,smooth,2,2,human,12
12,34,26,33,62,10,smooth,2,3,human,6
23,44,32,33,62,10,smooth,2,4,human,11
27,64,45,33,62,10,smooth,2,5,human,4
25,73,50,33,62,10,smooth,2,6,human,2
25,72,50,33,62,10,smooth,2,7,human,0
25,71,49,33,62,10,smooth,2,8,human,0
25,73,50,33,62,10,smooth,2,9,human,0
25,74,51,33,62,10,smooth,2,10,human,0
10,30,24,11,64,5,smooth,2,0,human,-1
22,0,5,11,64,5,smooth,2,1,human,12
3,70,50,11,64,5,smooth,2,2,human,19
2,68,49,11,64,5,smooth,2,3,human,1
4,63,45,11,64,5,smooth,2,4,human,2
3,70,50,11,64,5,smooth,2,5,human,1
1,57,49,31,78,10,smooth,2,0,human,-1
11,9,12,31,78,10,smooth,2,1,human,10
24,8,11,31,78,10,smooth,2,2,human,13
4,42,38,31,78,10,smooth,2,3,human,20
2,47,42,31,78,10,smooth,2,4,human,2
0,68,58,31,78,10,smooth,2,5,human,2
0,66,56,31,78,10,smooth,2,6,human,0
0,66,56,31,78,10,smooth,2,7,human,0
0,67,57,31,78,10,smooth,2,8,human,0
0,68,58,31,78,10,smooth,2,9,human,0
0,66,56,31,78,10,smooth,2,10,human,0
2,9,10,8,61,5,smooth,2,0,human,-1
10,95,63,8,61,5,smooth,2,1,human,8
11,84,56,8,61,5,smooth,2,2,human,1
9,99,65,8,61,5,smooth,2,3,human,2
8,96,64,8,61,5,smooth,2,4,human,1
9,98,65,8,61,5,smooth,2,5,human,1
1,24,23,26,76,10,smooth,2,0,human,-1
11,24,23,26,76,10,smooth,2,1,human,10
21,64,54,26,76,10,smooth,2,2,human,10
22,49,42,26,76,10,smooth,2,3,human,1
20,72,60,26,76,10,smooth,2,4,human,2
19,87,71,26,76,10,smooth,2,5,human,1
18,102,83,26,76,10,smooth,2,6,human,1
17,90,73,26,76,10,smooth,2,7,human,1
18,99,80,26,76,10,smooth,2,8,human,1
18,100,81,26,76,10,smooth,2,9,human,0
18,101,82,26,76,10,smooth,2,10,human,0
23,64,47,12,66,5,smooth,2,0,human,-1
4,56,42,12,66,5,smooth,2,1,human,19
15,98,70,12,66,5,smooth,2,2,human,11
15,99,70,12,66,5,smooth,2,3,human,0
15,97,69,12,66,5,smooth,2,4,human,0
15,99,70,12,66,5,smooth,2,5,human,0
5,7,10,9,70,10,smooth,2,0,human,-1
11,23,21,9,70,10,smooth,2,1,human,6
21,28,25,9,70,10,smooth,2,2,human,10
26,46,37,9,70,10,smooth,2,3,human,5
27,62,48,9,70,10,smooth,2,4,human,1
28,66,51,9,70,10,smooth,2,5,human,1
29,39,32,9,70,10,smooth,2,6,human,1
28,65,51,9,70,10,smooth,2,7,human,1
28,67,52,9,70,10,smooth,2,8,human,0
28,66,51,9,70,10,smooth,2,9,human,0
28,64,50,9,70,10,smooth,2,10,human,0
27,50,40,34,70,5,rough,6,0,human,-1
26,63,49,34,70,5,rough,6,1,human,1
25,55,44,34,70,5,rough,6,2,human,1
24,43,35,34,70,5,rough,6,3,human,1
26,63,49,34,70,5,rough,6,4,human,2
26,62,48,34,70,5,rough,6,5,human,0
23,63,52,4,75,10,rough,6,0,human,-1
22,38,34,4,75,10,rough,6,1,human,1
21,37,33,4,75,10,rough,6,2,human,1
24,83,67,4,75,10,rough,6,3,human,3
25,67,55,4,75,10,rough,6,4,human,1
26,55,46,4,75,10,rough,6,5,human,1
24,83,67,4,75,10,rough,6,6,human,2
24,82,67,4,75,10,rough,6,7,human,0
24,81,66,4,75,10,rough,6,8,human,0
24,82,67,4,75,10,rough,6,9,human,0
24,83,67,4,75,10,rough,6,10,human,0
12,95,67,24,65,5,rough,6,0,human,-1
12,95,67,24,65,5,rough,6,1,human,0
12,97,68,24,65,5,rough,6,2,human,0
12,98,69,24,65,5,rough,6,3,human,0
12,96,67,24,65,5,rough,6,4,human,0
12,97,68,24,65,5,rough,6,5,human,0
23,59,46,30,70,10,rough,6,0,human,-1
22,11,13,30,70,10,rough,6,1,human,1
24,99,74,30,70,10,rough,6,2,human,2
24,100,75,30,70,10,rough,6,3,human,0
24,100,75,30,70,10,rough,6,4,human,0
24,101,76,30,70,10,rough,6,5,human,0
24,102,76,30,70,10,rough,6,6,human,0
24,100,75,30,70,10,rough,6,7,human,0
24,102,76,30,70,10,rough,6,8,human,0
24,99,74,30,70,10,rough,6,9,human,0
24,100,75,30,70,10,rough,6,10,human,0
25,96,81,6,79,5,rough,6,0,human,-1
25,96,81,6,79,5,rough,6,1,human,0
25,96,81,6,79,5,rough,6,2,human,0
25,99,83,6,79,5,rough,6,3,human,0
25,98,82,6,79,5,rough,6,4,human,0
25,98,82,6,79,5,rough,6,5,human,0
12,59,47,29,71,10,rough,6,0,human,-1
11,63,50,29,71,10,rough,6,1,human,1
10,75,58,29,71,10,rough,6,2,human,1
9,65,51,29,71,10,rough,6,3,human,1
10,76,59,29,71,10,rough,6,4,human,1
10,74,58,29,71,10,rough,6,5,human,0
10,76,59,29,71,10,rough,6,6,human,0
10,75,58,29,71,10,rough,6,7,human,0
10,74,58,29,71,10,rough,6,8,human,0
10,75,58,29,71,10,rough,6,9,human,0
10,73,57,29,71,10,rough,6,10,human,0
25,5,9,35,79,5,rough,6,0,human,-1
24,0,5,35,79,5,rough,6,1,human,1
23,30,29,35,79,5,rough,6,2,human,1
22,71,61,35,79,5,rough,6,3,human,1
20,82,70,35,79,5,rough,6,4,human,2
21,73,63,35,79,5,rough,6,5,human,1
4,31,25,10,63,10,rough,6,0,human,-1
6,56,40,10,63,10,rough,6,1,human,2
7,40,30,10,63,10,rough,6,2,human,1
8,51,37,10,63,10,rough,6,3,human,1
5,40,30,10,63,10,rough,6,4,human,3
3,28,23,10,63,10,rough,6,5,human,2
10,99,67,10,63,10,rough,6,6,human,7
10,100,68,10,63,10,rough,6,7,human,0
10,99,67,10,63,10,rough,6,8,human,0
10,98,67,10,63,10,rough,6,9,human,0
10,98,67,10,63,10,rough,6,10,human,0
22,52,39,3,65,5,rough,6,0,human,-1
21,73,52,3,65,5,rough,6,1,human,1
20,47,36,3,65,5,rough,6,2,human,1
19,0,5,3,65,5,rough,6,3,human,1
18,24,21,3,65,5,rough,6,4,human,1
21,73,52,3,65,5,rough,6,5,human,3
8,83,56,21,62,10,rough,6,0,human,-1
9,56,40,21,62,10,rough,6,1,human,1
10,38,29,21,62,10,rough,6,2,human,1
7,99,66,21,62,10,rough,6,3,human,3
6,57,40,21,62,10,rough,6,4,human,1
7,98,66,21,62,10,rough,6,5,human,1
7,101,68,21,62,10,rough,6,6,human,0
7,99,66,21,62,10,rough,6,7,human,0
7,101,68,21,62,10,rough,6,8,human,0
7,101,68,21,62,10,rough,6,9,human,0
7,102,68,21,62,10,rough,6,10,human,0
24,29,28,12,78,5,rough,6,0,human,-1
22,39,35,12,78,5,rough,6,1,human,2
19,27,26,12,78,5,rough,6,2,human,3
20,17,18,12,78,5,rough,6,3,human,1
21,33,31,12,78,5,rough,6,4,human,1
18,46,41,12,78,5,rough,6,5,human,3
10,63,44,8,62,10,rough,6,0,human,-1
9,41,30,8,62,10,rough,6,1,human,1
11,67,47,8,62,10,rough,6,2,human,2
12,62,43,8,62,10,rough,6,3,human,1
13,46,34,8,62,10,rough,6,4,human,1
14,29,23,8,62,10,rough,6,5,human,1
16,24,20,8,62,10,rough,6,6,human,2
18,99,66,8,62,10,rough,6,7,human,2
18,100,67,8,62,10,rough,6,8,human,0
18,101,68,8,62,10,rough,6,9,human,0
18,99,66,8,62,10,rough,6,10,human,0
29,72,53,22,66,5,rough,6,0,human,-1
28,51,39,22,66,5,rough,6,1,human,1
27,100,71,22,66,5,rough,6,2,human,1
26,96,68,22,66,5,rough,6,3,human,1
26,94,67,22,66,5,rough,6,4,human,0
26,95,68,22,66,5,rough,6,5,human,0
9,64,52,39,73,10,rough,6,0,human,-1
10,53,44,39,73,10,rough,6,1,human,1
11,58,47,39,73,10,rough,6,2,human,1
8,65,52,39,73,10,rough,6,3,human,3
7,63,51,39,73,10,rough,6,4,human,1
6,50,42,39,73,10,rough,6,5,human,1
5,75,60,39,73,10,rough,6,6,human,1
4,69,55,39,73,10,rough,6,7,human,1
5,75,60,39,73,10,rough,6,8,human,1
5,78,62,39,73,10,rough,6,9,human,0
5,75,60,39,73,10,rough,6,10,human,0
26,102,87,37,80,5,rough,6,0,human,-1
26,99,84,37,80,5,rough,6,1,human,0
26,100,85,37,80,5,rough,6,2,human,0
26,100,85,37,80,5,rough,6,3,human,0
26,102,87,37,80,5,rough,6,4,human,0
26,98,83,37,80,5,rough,6,5,human,0
0,52,46,25,79,10,rough,6,0,human,-1
1,35,33,25,79,10,rough,6,1,human,1
4,30,29,25,79,10,rough,6,2,human,3
6,68,59,25,79,10,rough,6,3,human,2
6,71,61,25,79,10,rough,6,4,human,0
6,70,60,25,79,10,rough,6,5,human,0
6,70,60,25,79,10,rough,6,6,human,0
6,70,60,25,79,10,rough,6,7,human,0
6,70,60,25,79,10,rough,6,8,human,0
6,70,60,25,79,10,rough,6,9,human,0
6,72,62,25,79,10,rough,6,10,human,0
14,68,59,3,79,10,rough,7,0,human,8
13,78,67,3,79,10,rough,7,1,human,1
12,94,79,3,79,10,rough,7,2,human,1
11,98,82,3,79,10,rough,7,3,human,1
10,99,83,3,79,10,rough,7,4,human,1
9,64,56,3,79,10,rough,7,5,human,1
10,101,85,3,79,10,rough,7,6,human,1
10,101,85,3,79,10,rough,7,7,human,0
10,100,84,3,79,10,rough,7,8,human,0
10,99,83,3,79,10,rough,7,9,human,0
10,98,82,3,79,10,rough,7,10,human,0
17,46,34,7,63,5,rough,7,0,human,-1
9,8,10,7,63,5,rough,7,1,human,8
3,11,12,7,63,5,rough,7,2,human,6
26,29,23,7,63,5,rough,7,3,human,23
17,46,34,7,63,5,rough,7,4,human,9
17,44,33,7,63,5,rough,7,5,human,0
17,89,60,36,62,10,rough,7,0,human,-1
17,88,60,36,62,10,rough,7,1,human,0
17,89,60,36,62,10,rough,7,2,human,0
17,88,60,36,62,10,rough,7,3,human,0
17,90,61,36,62,10,rough,7,4,human,0
17,89,60,36,62,10,rough,7,5,human,0
17,88,60,36,62,10,rough,7,6,human,0
17,87,59,36,62,10,rough,7,7,human,0
17,89,60,36,62,10,rough,7,8,human,0
17,88,60,36,62,10,rough,7,9,human,0
17,90,61,36,62,10,rough,7,10,human,0
22,29,25,31,69,5,rough,7,0,human,-1
14,17,17,31,69,5,rough,7,1,human,8
10,20,19,31,69,5,rough,7,2,human,4
5,100,74,31,69,5,rough,7,3,human,5
5,98,73,31,69,5,rough,7,4,human,0
5,98,73,31,69,5,rough,7,5,human,0
7,80,61,25,70,10,rough,7,0,human,-1
8,54,43,25,70,10,rough,7,1,human,1
6,70,54,25,70,10,rough,7,2,human,2
7,77,59,25,70,10,rough,7,3,human,1
7,78,60,25,70,10,rough,7,4,human,0
7,79,60,25,70,10,rough,7,5,human,0
7,78,60,25,70,10,rough,7,6,human,0
7,80,61,25,70,10,rough,7,7,human,0
7,79,60,25,70,10,rough,7,8,human,0
7,80,61,25,70,10,rough,7,9,human,0
7,80,61,25,70,10,rough,7,10,human,0
13,40,33,30,71,5,rough,7,0,human,-1
21,37,31,30,71,5,rough,7,1,human,8
17,34,29,30,71,5,rough,7,2,human,4
6,40,33,30,71,5,rough,7,3,human,11
3,35,30,30,71,5,rough,7,4,human,3
6,41,34,30,71,5,rough,7,5,human,3
26,71,52,39,66,10,rough,7,0,human,-1
25,63,47,39,66,10,rough,7,1,human,1
27,48,37,39,66,10,rough,7,2,human,2
26,71,52,39,66,10,rough,7,3,human,1
26,70,51,39,66,10,rough,7,4,human,0
26,72,53,39,66,10,rough,7,5,human,0
26,70,51,39,66,10,rough,7,6,human,0
26,73,53,39,66,10,rough,7,7,human,0
26,71,52,39,66,10,rough,7,8,human,0
26,71,52,39,66,10,rough,7,9,human,0
26,71,52,39,66,10,rough,7,10,human,0
5,66,58,2,80,5,rough,7,0,human,-1
6,96,82,2,80,5,rough,7,1,human,1
6,95,81,2,80,5,rough,7,2,human,0
6,95,81,2,80,5,rough,7,3,human,0
6,93,79,2,80,5,rough,7,4,human,0
6,95,81,2,80,5,rough,7,5,human,0
7,10,13,6,80,10,rough,7,0,human,-1
13,64,56,6,80,10,rough,7,1,human,6
14,81,70,6,80,10,rough,7,2,human,1
15,40,37,6,80,10,rough,7,3,human,1
14,80,69,6,80,10,rough,7,4,human,1
14,80,69,6,80,10,rough,7,5,human,0
14,79,68,6,80,10,rough,7,6,human,0
14,79,68,6,80,10,rough,7,7,human,0
14,80,69,6,80,10,rough,7,8,human,0
14,81,70,6,80,10,rough,7,9,human,0
14,80,69,6,80,10,rough,7,10,human,0
29,32,24,8,60,5,rough,7,0,human,-1
15,13,13,8,60,5,rough,7,1,human,14
11,68,46,8,60,5,rough,7,2,human,4
10,64,43,8,60,5,rough,7,3,human,1
12,61,42,8,60,5,rough,7,4,human,2
11,68,46,8,60,5,rough,7,5,human,1
23,39,35,29,77,10,rough,7,0,human,-1
15,25,24,29,77,10,rough,7,1,human,8
10,74,62,29,77,10,rough,7,2,human,5
9,63,54,29,77,10,rough,7,3,human,1
11,63,54,29,77,10,rough,7,4,human,2
10,74,62,29,77,10,rough,7,5,human,1
10,75,63,29,77,10,rough,7,6,human,0
10,76,64,29,77,10,rough,7,7,human,0
10,75,63,29,77,10,rough,7,8,human,0
10,74,62,29,77,10,rough,7,9,human,0
10,75,63,29,77,10,rough,7,10,human,0
28,28,26,20,76,5,rough,7,0,human,-1
13,1,6,20,76,5,rough,7,1,human,15
7,21,21,20,76,5,rough,7,2,human,6
2,37,33,20,76,5,rough,7,3,human,5
21,11,13,20,76,5,rough,7,4,human,19
2,38,34,20,76,5,rough,7,5,human,19
12,89,67,32,70,10,rough,7,0,human,-1
13,88,67,32,70,10,rough,7,1,human,1
11,72,55,32,70,10,rough,7,2,human,2
14,50,40,32,70,10,rough,7,3,human,3
13,89,67,32,70,10,rough,7,4,human,1
12,89,67,32,70,10,rough,7,5,human,1
13,90,68,32,70,10,rough,7,6,human,1
13,90,68,32,70,10,rough,7,7,human,0
13,89,67,32,70,10,rough,7,8,human,0
13,88,67,32,70,10,rough,7,9,human,0
13,89,67,32,70,10,rough,7,10,human,0
27,54,42,26,69,5,rough,7,0,human,-1
26,79,60,26,69,5,rough,7,1,human,1
25,98,73,26,69,5,rough,7,2,human,1
24,84,63,26,69,5,rough,7,3,human,1
25,102,75,26,69,5,rough,7,4,human,1
25,100,74,26,69,5,rough,7,5,human,0
24,39,36,38,79,10,rough,7,0,human,-1
15,94,79,38,79,10,rough,7,1,human,9
15,92,78,38,79,10,rough,7,2,human,0
15,94,79,38,79,10,rough,7,3,human,0
15,93,78,38,79,10,rough,7,4,human,0
15,94,79,38,79,10,rough,7,5,human,0
15,93,78,38,79,10,rough,7,6,human,0
15,95,80,38,79,10,rough,7,7,human,0
15,94,79,38,79,10,rough,7,8,human,0
15,95,80,38,79,10,rough,7,9,human,0
15,93,78,38,79,10,rough,7,10,human,0
19,12,14,1,76,5,rough,7,0,human,-1
12,67,56,1,76,5,rough,7,1,human,7
11,32,29,1,76,5,rough,7,2,human,1
13,87,71,1,76,5,rough,7,3,human,2
13,85,70,1,76,5,rough,7,4,human,0
13,87,71,1,76,5,rough,7,5,human,0
6,22,21,6,73,5,smooth,8,0,human,7
17,31,28,6,73,5,smooth,8,1,human,11
24,59,48,6,73,5,smooth,8,2,human,7
25,60,49,6,73,5,smooth,8,3,human,1
23,37,32,6,73,5,smooth,8,4,human,2
27,31,28,6,73,5,smooth,8,5,human,4
8,52,43,35,74,10,smooth,8,0,human,-1
15,57,47,35,74,10,smooth,8,1,human,7
21,91,72,35,74,10,smooth,8,2,human,6
22,74,60,35,74,10,smooth,8,3,human,1
20,101,80,35,74,10,smooth,8,4,human,2
19,97,77,35,74,10,smooth,8,5,human,1
18,85,68,35,74,10,smooth,8,6,human,1
17,77,62,35,74,10,smooth,8,7,human,1
16,65,53,35,74,10,smooth,8,8,human,1
14,52,43,35,74,10,smooth,8,9,human,2
25,61,50,35,74,10,smooth,8,10,human,11
13,30,26,2,70,5,smooth,8,0,human,-1
20,28,25,2,70,5,smooth,8,1,human,7
25,17,17,2,70,5,smooth,8,2,human,5
6,-1,4,2,70,5,smooth,8,3,human,19
2,74,57,2,70,5,smooth,8,4,human,4
1,102,76,2,70,5,smooth,8,5,human,1
14,12,13,29,65,10,smooth,8,0,human,-1
6,32,26,29,65,10,smooth,8,1,human,8
19,83,59,29,65,10,smooth,8,2,human,13
20,67,49,29,65,10,smooth,8,3,human,1
18,90,64,29,65,10,smooth,8,4,human,2
17,71,51,29,65,10,smooth,8,5,human,1
16,33,26,29,65,10,smooth,8,6,human,1
15,11,12,29,65,10,smooth,8,7,human,1
21,56,41,29,65,10,smooth,8,8,human,6
26,3,7,29,65,10,smooth,8,9,human,5
22,59,43,29,65,10,smooth,8,10,human,4
29,77,61,13,73,5,smooth,8,0,human,-1
28,90,71,13,73,5,smooth,8,1,human,1
27,101,79,13,73,5,smooth,8,2,human,1
26,101,79,13,73,5,smooth,8,3,human,1
25,83,66,13,73,5,smooth,8,4,human,1
24,56,46,13,73,5,smooth,8,5,human,1
28,92,75,23,76,10,smooth,8,0,human,-1
27,100,81,23,76,10,smooth,8,1,human,1
29,70,58,23,76,10,smooth,8,2,human,2
25,45,39,23,76,10,smooth,8,3,human,4
22,26,25,23,76,10,smooth,8,4,human,3
23,11,13,23,76,10,smooth,8,5,human,1
24,19,19,23,76,10,smooth,8,6,human,1
26,82,67,23,76,10,smooth,8,7,human,2
19,87,71,23,76,10,smooth,8,8,human,7
20,82,67,23,76,10,smooth,8,9,human,1
21,56,48,23,76,10,smooth,8,10,human,1
0,1,6,8,65,5,smooth,8,0,human,-1
7,83,59,8,65,5,smooth,8,1,human,7
8,97,68,8,65,5,smooth,8,2,human,1
6,65,47,8,65,5,smooth,8,3,human,2
5,50,38,8,65,5,smooth,8,4,human,1
9,100,70,8,65,5,smooth,8,5,human,4
3,72,57,19,72,10,smooth,8,0,human,-1
2,60,48,19,72,10,smooth,8,1,human,1
4,91,71,19,72,10,smooth,8,2,human,2
5,99,76,19,72,10,smooth,8,3,human,1
6,92,71,19,72,10,smooth,8,4,human,1
7,83,65,19,72,10,smooth,8,5,human,1
8,85,66,19,72,10,smooth,8,6,human,1
9,87,68,19,72,10,smooth,8,7,human,1
10,80,63,19,72,10,smooth,8,8,human,1
11,67,53,19,72,10,smooth,8,9,human,1
12,58,47,19,72,10,smooth,8,10,human,1
11,90,64,0,66,5,smooth,8,0,human,-1
10,99,70,0,66,5,smooth,8,1,human,1
12,75,55,0,66,5,smooth,8,2,human,2
9,94,67,0,66,5,smooth,8,3,human,3
8,62,46,0,66,5,smooth,8,4,human,1
7,24,21,0,66,5,smooth,8,5,human,1
1,57,40,16,62,10,smooth,8,0,human,-1
7,58,41,16,62,10,smooth,8,1,human,6
14,99,66,16,62,10,smooth,8,2,human,7
15,81,55,16,62,10,smooth,8,3,human,1
13,93,63,16,62,10,smooth,8,4,human,2
16,53,38,16,62,10,smooth,8,5,human,3
17,28,22,16,62,10,smooth,8,6,human,1
12,63,44,16,62,10,smooth,8,7,human,5
11,38,29,16,62,10,smooth,8,8,human,1
22,75,52,16,62,10,smooth,8,9,human,11
24,73,50,16,62,10,smooth,8,10,human,2
1,11,13,3,69,5,smooth,8,0,human,-1
10,57,44,3,69,5,smooth,8,1,human,9
11,78,59,3,69,5,smooth,8,2,human,1
9,50,40,3,69,5,smooth,8,3,human,2
12,99,73,3,69,5,smooth,8,4,human,3
13,99,73,3,69,5,smooth,8,5,human,1
15,92,60,39,60,10,smooth,8,0,human,-1
14,99,64,39,60,10,smooth,8,1,human,1
16,83,55,39,60,10,smooth,8,2,human,2
13,101,66,39,60,10,smooth,8,3,human,3
12,86,57,39,60,10,smooth,8,4,human,1
11,66,45,39,60,10,smooth,8,5,human,1
17,73,49,39,60,10,smooth,8,6,human,6
10,51,36,39,60,10,smooth,8,7,human,7
9,41,30,39,60,10,smooth,8,8,human,1
18,61,42,39,60,10,smooth,8,9,human,9
19,41,30,39,60,10,smooth,8,10,human,1
8,91,64,26,65,5,smooth,8,0,human,-1
7,96,67,26,65,5,smooth,8,1,human,1
9,65,47,26,65,5,smooth,8,2,human,2
6,75,54,26,65,5,smooth,8,3,human,3
5,49,37,26,65,5,smooth,8,4,human,1
10,40,31,26,65,5,smooth,8,5,human,5
8,31,24,27,61,10,smooth,8,0,human,-1
16,78,53,27,61,10,smooth,8,1,human,8
17,87,58,27,61,10,smooth,8,2,human,1
15,70,48,27,61,10,smooth,8,3,human,2
18,85,57,27,61,10,smooth,8,4,human,3
19,71,48,27,61,10,smooth,8,5,human,1
20,63,43,27,61,10,smooth,8,6,human,1
21,60,42,27,61,10,smooth,8,7,human,1
22,60,42,27,61,10,smooth,8,8,human,1
26,100,66,27,61,10,smooth,8,9,human,4
27,91,61,27,61,10,smooth,8,10,human,1
9,5,9,9,80,5,smooth,8,0,human,-1
14,13,15,9,80,5,smooth,8,1,human,5
20,63,55,9,80,5,smooth,8,2,human,6
21,26,26,9,80,5,smooth,8,3,human,1
19,92,79,9,80,5,smooth,8,4,human,2
18,99,84,9,80,5,smooth,8,5,human,1
