,trials,x,z,kernel,environment,agent,grid,horizons
0,1,14,81.57744896305118,12,smooth,random,2,10
0,2,21,100.0,12,smooth,random,2,10
0,3,14,81.57744896305118,12,smooth,random,2,10
0,4,28,33.04080254866764,12,smooth,random,2,10
0,5,3,30.53261393709023,12,smooth,random,2,10
0,6,11,27.572593077073527,12,smooth,random,2,10
0,7,15,99.07425563928741,12,smooth,random,2,10
0,8,25,45.75092535464273,12,smooth,random,2,10
0,9,15,99.07425563928741,12,smooth,random,2,10
0,10,1,26.72390127356191,12,smooth,random,2,10
0,1,22,93.94512533106503,12,smooth,random,3,10
0,2,16,87.52740502852976,12,smooth,random,3,10
0,3,20,77.105888578032,12,smooth,random,3,10
0,4,22,93.94512533106503,12,smooth,random,3,10
0,5,0,18.42402778905793,12,smooth,random,3,10
0,6,20,77.105888578032,12,smooth,random,3,10
0,7,18,45.39544237243327,12,smooth,random,3,10
0,8,16,87.52740502852976,12,smooth,random,3,10
0,9,28,33.04080254866764,12,smooth,random,3,10
0,10,6,62.89184070580767,12,smooth,random,3,10
0,1,21,100.0,12,smooth,random,4,10
0,2,22,93.94512533106503,12,smooth,random,4,10
0,3,2,23.465010754664714,12,smooth,random,4,10
0,4,3,30.53261393709023,12,smooth,random,4,10
0,5,2,23.465010754664714,12,smooth,random,4,10
0,6,25,45.75092535464273,12,smooth,random,4,10
0,7,27,62.61286161189863,12,smooth,random,4,10
0,8,25,45.75092535464273,12,smooth,random,4,10
0,9,4,55.52177045925577,12,smooth,random,4,10
0,10,11,27.572593077073527,12,smooth,random,4,10
0,1,6,62.89184070580767,12,smooth,random,5,10
0,2,15,99.07425563928741,12,smooth,random,5,10
0,3,20,77.105888578032,12,smooth,random,5,10
0,4,11,27.572593077073527,12,smooth,random,5,10
0,5,14,81.57744896305118,12,smooth,random,5,10
0,6,18,45.39544237243327,12,smooth,random,5,10
0,7,14,81.57744896305118,12,smooth,random,5,10
0,8,0,18.42402778905793,12,smooth,random,5,10
0,9,1,26.72390127356191,12,smooth,random,5,10
0,10,2,23.465010754664714,12,smooth,random,5,10
0,1,4,55.52177045925577,12,smooth,random,6,10
0,2,5,70.67563107107095,12,smooth,random,6,10
0,3,24,40.226238677885725,12,smooth,random,6,10
0,4,5,70.67563107107095,12,smooth,random,6,10
0,5,15,99.07425563928741,12,smooth,random,6,10
0,6,28,33.04080254866764,12,smooth,random,6,10
0,7,15,99.07425563928741,12,smooth,random,6,10
0,8,17,62.05030459958362,12,smooth,random,6,10
0,9,21,100.0,12,smooth,random,6,10
0,10,9,93.8065457672188,12,smooth,random,6,10
0,1,10,67.50304111280592,12,smooth,random,7,10
0,2,23,63.118597572704005,12,smooth,random,7,10
0,3,2,23.465010754664714,12,smooth,random,7,10
0,4,7,61.919002480800366,12,smooth,random,7,10
0,5,28,33.04080254866764,12,smooth,random,7,10
0,6,11,27.572593077073527,12,smooth,random,7,10
0,7,25,45.75092535464273,12,smooth,random,7,10
0,8,26,64.38602092037435,12,smooth,random,7,10
0,9,8,83.19437775363562,12,smooth,random,7,10
0,10,24,40.226238677885725,12,smooth,random,7,10
0,1,10,67.50304111280592,12,smooth,random,8,10
0,2,16,87.52740502852976,12,smooth,random,8,10
0,3,8,83.19437775363562,12,smooth,random,8,10
0,4,12,16.262352142474082,12,smooth,random,8,10
0,5,8,83.19437775363562,12,smooth,random,8,10
0,6,18,45.39544237243327,12,smooth,random,8,10
0,7,13,43.49181320521283,12,smooth,random,8,10
0,8,1,26.72390127356191,12,smooth,random,8,10
0,9,16,87.52740502852976,12,smooth,random,8,10
0,10,17,62.05030459958362,12,smooth,random,8,10
0,1,2,23.465010754664714,12,smooth,random,9,10
0,2,28,33.04080254866764,12,smooth,random,9,10
0,3,4,55.52177045925577,12,smooth,random,9,10
0,4,28,33.04080254866764,12,smooth,random,9,10
0,5,16,87.52740502852976,12,smooth,random,9,10
0,6,24,40.226238677885725,12,smooth,random,9,10
0,7,29,0.0,12,smooth,random,9,10
0,8,1,26.72390127356191,12,smooth,random,9,10
0,9,25,45.75092535464273,12,smooth,random,9,10
0,10,17,62.05030459958362,12,smooth,random,9,10
0,1,19,30.936436431903186,13,smooth,random,0,10
0,2,15,55.28919561768265,13,smooth,random,0,10
0,3,10,5.028425504979413,13,smooth,random,0,10
0,4,29,76.79119631727531,13,smooth,random,0,10
0,5,24,56.88641647175368,13,smooth,random,0,10
0,6,13,41.81199391011647,13,smooth,random,0,10
0,7,20,24.63321778884402,13,smooth,random,0,10
0,8,2,75.13468637646645,13,smooth,random,0,10
0,9,24,56.88641647175368,13,smooth,random,0,10
0,10,15,55.28919561768265,13,smooth,random,0,10
0,1,22,26.508923482942688,13,smooth,random,1,10
0,2,0,70.10389963346076,13,smooth,random,1,10
0,3,4,76.98180191763099,13,smooth,random,1,10
0,4,5,70.96713557940727,13,smooth,random,1,10
0,5,14,54.74284383173352,13,smooth,random,1,10
0,6,16,45.88374894645986,13,smooth,random,1,10
0,7,25,82.8632772158036,13,smooth,random,1,10
0,8,23,37.007338242771816,13,smooth,random,1,10
0,9,9,0.0,13,smooth,random,1,10
0,10,29,76.79119631727531,13,smooth,random,1,10
0,1,18,35.58656076814153,13,smooth,random,2,10
0,2,11,14.594157247705375,13,smooth,random,2,10
0,3,2,75.13468637646645,13,smooth,random,2,10
0,4,6,50.16158581177712,13,smooth,random,2,10
0,5,19,30.936436431903186,13,smooth,random,2,10
0,6,20,24.63321778884402,13,smooth,random,2,10
0,7,5,70.96713557940727,13,smooth,random,2,10
0,8,22,26.508923482942688,13,smooth,random,2,10
0,9,23,37.007338242771816,13,smooth,random,2,10
0,10,20,24.63321778884402,13,smooth,random,2,10
0,1,12,26.540717331978048,13,smooth,random,3,10
0,2,7,24.482199016161342,13,smooth,random,3,10
0,3,21,22.31820580279656,13,smooth,random,3,10
0,4,11,14.594157247705375,13,smooth,random,3,10
0,5,24,56.88641647175368,13,smooth,random,3,10
0,6,14,54.74284383173352,13,smooth,random,3,10
0,7,9,0.0,13,smooth,random,3,10
0,8,6,50.16158581177712,13,smooth,random,3,10
0,9,6,50.16158581177712,13,smooth,random,3,10
0,10,19,30.936436431903186,13,smooth,random,3,10
0,1,9,0.0,13,smooth,random,4,10
0,2,27,99.90405403906671,13,smooth,random,4,10
0,3,28,89.88260295375564,13,smooth,random,4,10
0,4,29,76.79119631727531,13,smooth,random,4,10
0,5,27,99.90405403906671,13,smooth,random,4,10
0,6,28,89.88260295375564,13,smooth,random,4,10
0,7,28,89.88260295375564,13,smooth,random,4,10
0,8,21,22.31820580279656,13,smooth,random,4,10
0,9,11,14.594157247705375,13,smooth,random,4,10
0,10,13,41.81199391011647,13,smooth,random,4,10
0,1,15,55.28919561768265,13,smooth,random,5,10
0,2,11,14.594157247705375,13,smooth,random,5,10
0,3,27,99.90405403906671,13,smooth,random,5,10
0,4,21,22.31820580279656,13,smooth,random,5,10
0,5,27,99.90405403906671,13,smooth,random,5,10
0,6,7,24.482199016161342,13,smooth,random,5,10
0,7,12,26.540717331978048,13,smooth,random,5,10
0,8,21,22.31820580279656,13,smooth,random,5,10
0,9,7,24.482199016161342,13,smooth,random,5,10
0,10,3,74.23121200371932,13,smooth,random,5,10
0,1,11,14.594157247705375,13,smooth,random,6,10
0,2,19,30.936436431903186,13,smooth,random,6,10
0,3,0,70.10389963346076,13,smooth,random,6,10
0,4,4,76.98180191763099,13,smooth,random,6,10
0,5,26,100.0,13,smooth,random,6,10
0,6,13,41.81199391011647,13,smooth,random,6,10
0,7,25,82.8632772158036,13,smooth,random,6,10
0,8,16,45.88374894645986,13,smooth,random,6,10
0,9,20,24.63321778884402,13,smooth,random,6,10
0,10,3,74.23121200371932,13,smooth,random,6,10
0,1,0,70.10389963346076,13,smooth,random,7,10
0,2,21,22.31820580279656,13,smooth,random,7,10
0,3,24,56.88641647175368,13,smooth,random,7,10
0,4,14,54.74284383173352,13,smooth,random,7,10
0,5,23,37.007338242771816,13,smooth,random,7,10
0,6,27,99.90405403906671,13,smooth,random,7,10
0,7,29,76.79119631727531,13,smooth,random,7,10
0,8,9,0.0,13,smooth,random,7,10
0,9,19,30.936436431903186,13,smooth,random,7,10
0,10,28,89.88260295375564,13,smooth,random,7,10
0,1,24,56.88641647175368,13,smooth,random,8,10
0,2,23,37.007338242771816,13,smooth,random,8,10
0,3,0,70.10389963346076,13,smooth,random,8,10
0,4,2,75.13468637646645,13,smooth,random,8,10
0,5,20,24.63321778884402,13,smooth,random,8,10
0,6,1,76.48749721648318,13,smooth,random,8,10
0,7,0,70.10389963346076,13,smooth,random,8,10
0,8,7,24.482199016161342,13,smooth,random,8,10
0,9,23,37.007338242771816,13,smooth,random,8,10
0,10,16,45.88374894645986,13,smooth,random,8,10
0,1,17,38.58644272501738,13,smooth,random,9,10
0,2,21,22.31820580279656,13,smooth,random,9,10
0,3,28,89.88260295375564,13,smooth,random,9,10
0,4,28,89.88260295375564,13,smooth,random,9,10
0,5,20,24.63321778884402,13,smooth,random,9,10
0,6,19,30.936436431903186,13,smooth,random,9,10
0,7,25,82.8632772158036,13,smooth,random,9,10
0,8,5,70.96713557940727,13,smooth,random,9,10
0,9,8,5.743120519215126,13,smooth,random,9,10
0,10,28,89.88260295375564,13,smooth,random,9,10
0,1,6,0.0,14,smooth,random,0,10
0,2,18,68.90791048065594,14,smooth,random,0,10
0,3,19,60.21641643355382,14,smooth,random,0,10
0,4,25,73.09698607667117,14,smooth,random,0,10
0,5,21,41.15177411203069,14,smooth,random,0,10
0,6,2,96.63377520154366,14,smooth,random,0,10
0,7,0,83.01002966333915,14,smooth,random,0,10
0,8,9,12.78161429087331,14,smooth,random,0,10
0,9,5,13.802274774081738,14,smooth,random,0,10
0,10,15,17.2623075073354,14,smooth,random,0,10
0,1,9,12.78161429087331,14,smooth,random,1,10
0,2,15,17.2623075073354,14,smooth,random,1,10
0,3,22,47.992905353857836,14,smooth,random,1,10
0,4,3,72.54461835490879,14,smooth,random,1,10
0,5,18,68.90791048065594,14,smooth,random,1,10
0,6,18,68.90791048065594,14,smooth,random,1,10
0,7,22,47.992905353857836,14,smooth,random,1,10
0,8,2,96.63377520154366,14,smooth,random,1,10
0,9,21,41.15177411203069,14,smooth,random,1,10
0,10,28,25.50883699637327,14,smooth,random,1,10
0,1,11,62.358061580005675,14,smooth,random,2,10
0,2,10,32.97045236867275,14,smooth,random,2,10
0,3,27,28.977759360800825,14,smooth,random,2,10
0,4,11,62.358061580005675,14,smooth,random,2,10
0,5,25,73.09698607667117,14,smooth,random,2,10
0,6,29,48.99394049945296,14,smooth,random,2,10
0,7,19,60.21641643355382,14,smooth,random,2,10
0,8,0,83.01002966333915,14,smooth,random,2,10
0,9,10,32.97045236867275,14,smooth,random,2,10
0,10,16,42.44169621310078,14,smooth,random,2,10
0,1,1,100.0,14,smooth,random,3,10
0,2,8,5.276544012791271,14,smooth,random,3,10
0,3,20,47.240773118509,14,smooth,random,3,10
0,4,25,73.09698607667117,14,smooth,random,3,10
0,5,26,52.1906061185611,14,smooth,random,3,10
0,6,5,13.802274774081738,14,smooth,random,3,10
0,7,1,100.0,14,smooth,random,3,10
0,8,16,42.44169621310078,14,smooth,random,3,10
0,9,9,12.78161429087331,14,smooth,random,3,10
0,10,26,52.1906061185611,14,smooth,random,3,10
0,1,4,41.323091981805455,14,smooth,random,4,10
0,2,5,13.802274774081738,14,smooth,random,4,10
0,3,7,0.5309384318958679,14,smooth,random,4,10
0,4,22,47.992905353857836,14,smooth,random,4,10
0,5,7,0.5309384318958679,14,smooth,random,4,10
0,6,7,0.5309384318958679,14,smooth,random,4,10
0,7,6,0.0,14,smooth,random,4,10
0,8,21,41.15177411203069,14,smooth,random,4,10
0,9,1,100.0,14,smooth,random,4,10
0,10,11,62.358061580005675,14,smooth,random,4,10
0,1,8,5.276544012791271,14,smooth,random,5,10
0,2,29,48.99394049945296,14,smooth,random,5,10
0,3,9,12.78161429087331,14,smooth,random,5,10
0,4,24,77.65821132888406,14,smooth,random,5,10
0,5,11,62.358061580005675,14,smooth,random,5,10
0,6,17,64.29258140521318,14,smooth,random,5,10
0,7,28,25.50883699637327,14,smooth,random,5,10
0,8,8,5.276544012791271,14,smooth,random,5,10
0,9,2,96.63377520154366,14,smooth,random,5,10
0,10,10,32.97045236867275,14,smooth,random,5,10
0,1,1,100.0,14,smooth,random,6,10
0,2,4,41.323091981805455,14,smooth,random,6,10
0,3,5,13.802274774081738,14,smooth,random,6,10
0,4,24,77.65821132888406,14,smooth,random,6,10
0,5,23,64.82627421709266,14,smooth,random,6,10
0,6,6,0.0,14,smooth,random,6,10
0,7,27,28.977759360800825,14,smooth,random,6,10
0,8,13,47.771408561565046,14,smooth,random,6,10
0,9,12,72.37933474793951,14,smooth,random,6,10
0,10,20,47.240773118509,14,smooth,random,6,10
0,1,20,47.240773118509,14,smooth,random,7,10
0,2,13,47.771408561565046,14,smooth,random,7,10
0,3,20,47.240773118509,14,smooth,random,7,10
0,4,16,42.44169621310078,14,smooth,random,7,10
0,5,15,17.2623075073354,14,smooth,random,7,10
0,6,16,42.44169621310078,14,smooth,random,7,10
0,7,8,5.276544012791271,14,smooth,random,7,10
0,8,21,41.15177411203069,14,smooth,random,7,10
0,9,22,47.992905353857836,14,smooth,random,7,10
0,10,2,96.63377520154366,14,smooth,random,7,10
0,1,8,5.276544012791271,14,smooth,random,8,10
0,2,7,0.5309384318958679,14,smooth,random,8,10
0,3,3,72.54461835490879,14,smooth,random,8,10
0,4,19,60.21641643355382,14,smooth,random,8,10
0,5,1,100.0,14,smooth,random,8,10
0,6,24,77.65821132888406,14,smooth,random,8,10
0,7,10,32.97045236867275,14,smooth,random,8,10
0,8,22,47.992905353857836,14,smooth,random,8,10
0,9,10,32.97045236867275,14,smooth,random,8,10
0,10,19,60.21641643355382,14,smooth,random,8,10
0,1,3,72.54461835490879,14,smooth,random,9,10
0,2,7,0.5309384318958679,14,smooth,random,9,10
0,3,19,60.21641643355382,14,smooth,random,9,10
0,4,2,96.63377520154366,14,smooth,random,9,10
0,5,10,32.97045236867275,14,smooth,random,9,10
0,6,20,47.240773118509,14,smooth,random,9,10
0,7,17,64.29258140521318,14,smooth,random,9,10
0,8,7,0.5309384318958679,14,smooth,random,9,10
0,9,24,77.65821132888406,14,smooth,random,9,10
0,10,29,48.99394049945296,14,smooth,random,9,10
0,1,2,56.67348055888864,15,smooth,random,0,10
0,2,18,65.3033023661884,15,smooth,random,0,10
0,3,29,12.331097535627483,15,smooth,random,0,10
0,4,18,65.3033023661884,15,smooth,random,0,10
0,5,24,42.84677673001973,15,smooth,random,0,10
0,6,23,59.53514037778586,15,smooth,random,0,10
0,7,0,44.24304014199201,15,smooth,random,0,10
0,8,2,56.67348055888864,15,smooth,random,0,10
0,9,28,0.0,15,smooth,random,0,10
0,10,14,41.41609582291167,15,smooth,random,0,10
0,1,20,96.93273453441724,15,smooth,random,1,10
0,2,4,87.56762757777075,15,smooth,random,1,10
0,3,1,44.241426121662315,15,smooth,random,1,10
0,4,28,0.0,15,smooth,random,1,10
0,5,26,25.280383828378856,15,smooth,random,1,10
0,6,24,42.84677673001973,15,smooth,random,1,10
0,7,10,49.736796564285314,15,smooth,random,1,10
0,8,10,49.736796564285314,15,smooth,random,1,10
0,9,0,44.24304014199201,15,smooth,random,1,10
0,10,20,96.93273453441724,15,smooth,random,1,10
0,1,7,78.97885654189625,15,smooth,random,2,10
0,2,13,55.97956408081649,15,smooth,random,2,10
0,3,2,56.67348055888864,15,smooth,random,2,10
0,4,22,79.24694395892841,15,smooth,random,2,10
0,5,29,12.331097535627483,15,smooth,random,2,10
0,6,18,65.3033023661884,15,smooth,random,2,10
0,7,17,36.411834255318595,15,smooth,random,2,10
0,8,27,9.332101497317598,15,smooth,random,2,10
0,9,23,59.53514037778586,15,smooth,random,2,10
0,10,22,79.24694395892841,15,smooth,random,2,10
0,1,8,58.91996171546341,15,smooth,random,3,10
0,2,15,24.770492929531816,15,smooth,random,3,10
0,3,15,24.770492929531816,15,smooth,random,3,10
0,4,3,71.9804693130805,15,smooth,random,3,10
0,5,23,59.53514037778586,15,smooth,random,3,10
0,6,25,34.31290248158007,15,smooth,random,3,10
0,7,16,19.995225785924177,15,smooth,random,3,10
0,8,15,24.770492929531816,15,smooth,random,3,10
0,9,3,71.9804693130805,15,smooth,random,3,10
0,10,3,71.9804693130805,15,smooth,random,3,10
0,1,21,92.9753563824119,15,smooth,random,4,10
0,2,0,44.24304014199201,15,smooth,random,4,10
0,3,19,88.3900592049785,15,smooth,random,4,10
0,4,28,0.0,15,smooth,random,4,10
0,5,17,36.411834255318595,15,smooth,random,4,10
0,6,25,34.31290248158007,15,smooth,random,4,10
0,7,18,65.3033023661884,15,smooth,random,4,10
0,8,1,44.241426121662315,15,smooth,random,4,10
0,9,6,97.82609206084004,15,smooth,random,4,10
0,10,6,97.82609206084004,15,smooth,random,4,10
0,1,3,71.9804693130805,15,smooth,random,5,10
0,2,16,19.995225785924177,15,smooth,random,5,10
0,3,6,97.82609206084004,15,smooth,random,5,10
0,4,23,59.53514037778586,15,smooth,random,5,10
0,5,27,9.332101497317598,15,smooth,random,5,10
0,6,3,71.9804693130805,15,smooth,random,5,10
0,7,0,44.24304014199201,15,smooth,random,5,10
0,8,4,87.56762757777075,15,smooth,random,5,10
0,9,16,19.995225785924177,15,smooth,random,5,10
0,10,12,60.78728459378355,15,smooth,random,5,10
0,1,2,56.67348055888864,15,smooth,random,6,10
0,2,14,41.41609582291167,15,smooth,random,6,10
0,3,19,88.3900592049785,15,smooth,random,6,10
0,4,6,97.82609206084004,15,smooth,random,6,10
0,5,18,65.3033023661884,15,smooth,random,6,10
0,6,22,79.24694395892841,15,smooth,random,6,10
0,7,26,25.280383828378856,15,smooth,random,6,10
0,8,17,36.411834255318595,15,smooth,random,6,10
0,9,11,56.13939290561613,15,smooth,random,6,10
0,10,13,55.97956408081649,15,smooth,random,6,10
0,1,27,9.332101497317598,15,smooth,random,7,10
0,2,29,12.331097535627483,15,smooth,random,7,10
0,3,12,60.78728459378355,15,smooth,random,7,10
0,4,2,56.67348055888864,15,smooth,random,7,10
0,5,9,49.313226748491104,15,smooth,random,7,10
0,6,25,34.31290248158007,15,smooth,random,7,10
0,7,4,87.56762757777075,15,smooth,random,7,10
0,8,8,58.91996171546341,15,smooth,random,7,10
0,9,9,49.313226748491104,15,smooth,random,7,10
0,10,7,78.97885654189625,15,smooth,random,7,10
0,1,12,60.78728459378355,15,smooth,random,8,10
0,2,23,59.53514037778586,15,smooth,random,8,10
0,3,12,60.78728459378355,15,smooth,random,8,10
0,4,29,12.331097535627483,15,smooth,random,8,10
0,5,24,42.84677673001973,15,smooth,random,8,10
0,6,7,78.97885654189625,15,smooth,random,8,10
0,7,7,78.97885654189625,15,smooth,random,8,10
0,8,11,56.13939290561613,15,smooth,random,8,10
0,9,28,0.0,15,smooth,random,8,10
0,10,12,60.78728459378355,15,smooth,random,8,10
0,1,25,34.31290248158007,15,smooth,random,9,10
0,2,29,12.331097535627483,15,smooth,random,9,10
0,3,15,24.770492929531816,15,smooth,random,9,10
0,4,6,97.82609206084004,15,smooth,random,9,10
0,5,5,100.0,15,smooth,random,9,10
0,6,27,9.332101497317598,15,smooth,random,9,10
0,7,23,59.53514037778586,15,smooth,random,9,10
0,8,22,79.24694395892841,15,smooth,random,9,10
0,9,27,9.332101497317598,15,smooth,random,9,10
0,10,18,65.3033023661884,15,smooth,random,9,10
0,1,10,51.17501611414308,16,smooth,random,0,10
0,2,1,57.11751508891899,16,smooth,random,0,10
0,3,17,29.020162837300195,16,smooth,random,0,10
0,4,8,80.98553588281314,16,smooth,random,0,10
0,5,7,57.1513399369037,16,smooth,random,0,10
0,6,22,74.86713131577437,16,smooth,random,0,10
0,7,26,47.12926764320833,16,smooth,random,0,10
0,8,17,29.020162837300195,16,smooth,random,0,10
0,9,24,73.49329286411572,16,smooth,random,0,10
0,10,2,77.68153252392527,16,smooth,random,0,10
0,1,28,45.657611556742935,16,smooth,random,1,10
0,2,14,100.0,16,smooth,random,1,10
0,3,2,77.68153252392527,16,smooth,random,1,10
0,4,27,61.72454785436683,16,smooth,random,1,10
0,5,6,39.862735626029355,16,smooth,random,1,10
0,6,12,63.68547507086848,16,smooth,random,1,10
0,7,2,77.68153252392527,16,smooth,random,1,10
0,8,18,16.46554409376163,16,smooth,random,1,10
0,9,7,57.1513399369037,16,smooth,random,1,10
0,10,13,93.23734493858716,16,smooth,random,1,10
0,1,10,51.17501611414308,16,smooth,random,2,10
0,2,24,73.49329286411572,16,smooth,random,2,10
0,3,13,93.23734493858716,16,smooth,random,2,10
0,4,26,47.12926764320833,16,smooth,random,2,10
0,5,28,45.657611556742935,16,smooth,random,2,10
0,6,22,74.86713131577437,16,smooth,random,2,10
0,7,26,47.12926764320833,16,smooth,random,2,10
0,8,20,0.24997639562376778,16,smooth,random,2,10
0,9,13,93.23734493858716,16,smooth,random,2,10
0,10,14,100.0,16,smooth,random,2,10
0,1,28,45.657611556742935,16,smooth,random,3,10
0,2,5,49.19817602267976,16,smooth,random,3,10
0,3,2,77.68153252392527,16,smooth,random,3,10
0,4,16,52.89522702803197,16,smooth,random,3,10
0,5,19,4.7161605588763384,16,smooth,random,3,10
0,6,18,16.46554409376163,16,smooth,random,3,10
0,7,17,29.020162837300195,16,smooth,random,3,10
0,8,17,29.020162837300195,16,smooth,random,3,10
0,9,0,32.61047499454057,16,smooth,random,3,10
0,10,0,32.61047499454057,16,smooth,random,3,10
0,1,5,49.19817602267976,16,smooth,random,4,10
0,2,18,16.46554409376163,16,smooth,random,4,10
0,3,29,0.0,16,smooth,random,4,10
0,4,17,29.020162837300195,16,smooth,random,4,10
0,5,13,93.23734493858716,16,smooth,random,4,10
0,6,27,61.72454785436683,16,smooth,random,4,10
0,7,23,96.5808389255045,16,smooth,random,4,10
0,8,2,77.68153252392527,16,smooth,random,4,10
0,9,27,61.72454785436683,16,smooth,random,4,10
0,10,3,84.42527937245109,16,smooth,random,4,10
0,1,24,73.49329286411572,16,smooth,random,5,10
0,2,22,74.86713131577437,16,smooth,random,5,10
0,3,10,51.17501611414308,16,smooth,random,5,10
0,4,18,16.46554409376163,16,smooth,random,5,10
0,5,13,93.23734493858716,16,smooth,random,5,10
0,6,23,96.5808389255045,16,smooth,random,5,10
0,7,20,0.24997639562376778,16,smooth,random,5,10
0,8,26,47.12926764320833,16,smooth,random,5,10
0,9,9,78.00231456593052,16,smooth,random,5,10
0,10,25,44.576463365994684,16,smooth,random,5,10
0,1,25,44.576463365994684,16,smooth,random,6,10
0,2,12,63.68547507086848,16,smooth,random,6,10
0,3,1,57.11751508891899,16,smooth,random,6,10
0,4,25,44.576463365994684,16,smooth,random,6,10
0,5,22,74.86713131577437,16,smooth,random,6,10
0,6,8,80.98553588281314,16,smooth,random,6,10
0,7,0,32.61047499454057,16,smooth,random,6,10
0,8,22,74.86713131577437,16,smooth,random,6,10
0,9,14,100.0,16,smooth,random,6,10
0,10,17,29.020162837300195,16,smooth,random,6,10
0,1,2,77.68153252392527,16,smooth,random,7,10
0,2,24,73.49329286411572,16,smooth,random,7,10
0,3,7,57.1513399369037,16,smooth,random,7,10
0,4,19,4.7161605588763384,16,smooth,random,7,10
0,5,21,27.051677372842992,16,smooth,random,7,10
0,6,18,16.46554409376163,16,smooth,random,7,10
0,7,10,51.17501611414308,16,smooth,random,7,10
0,8,3,84.42527937245109,16,smooth,random,7,10
0,9,1,57.11751508891899,16,smooth,random,7,10
0,10,15,82.13307932327865,16,smooth,random,7,10
0,1,14,100.0,16,smooth,random,8,10
0,2,12,63.68547507086848,16,smooth,random,8,10
0,3,7,57.1513399369037,16,smooth,random,8,10
0,4,15,82.13307932327865,16,smooth,random,8,10
0,5,9,78.00231456593052,16,smooth,random,8,10
0,6,26,47.12926764320833,16,smooth,random,8,10
0,7,27,61.72454785436683,16,smooth,random,8,10
0,8,29,0.0,16,smooth,random,8,10
0,9,12,63.68547507086848,16,smooth,random,8,10
0,10,12,63.68547507086848,16,smooth,random,8,10
0,1,8,80.98553588281314,16,smooth,random,9,10
0,2,6,39.862735626029355,16,smooth,random,9,10
0,3,18,16.46554409376163,16,smooth,random,9,10
0,4,12,63.68547507086848,16,smooth,random,9,10
0,5,3,84.42527937245109,16,smooth,random,9,10
0,6,27,61.72454785436683,16,smooth,random,9,10
0,7,23,96.5808389255045,16,smooth,random,9,10
0,8,11,40.44416970377967,16,smooth,random,9,10
0,9,20,0.24997639562376778,16,smooth,random,9,10
0,10,2,77.68153252392527,16,smooth,random,9,10
0,1,24,44.26003173023777,17,smooth,random,0,10
0,2,5,18.364583036531094,17,smooth,random,0,10
0,3,12,36.9881222689252,17,smooth,random,0,10
0,4,8,15.013064510701234,17,smooth,random,0,10
0,5,23,41.0991516499542,17,smooth,random,0,10
0,6,24,44.26003173023777,17,smooth,random,0,10
0,7,25,51.60622356887971,17,smooth,random,0,10
0,8,21,34.61831884241203,17,smooth,random,0,10
0,9,0,100.0,17,smooth,random,0,10
0,10,5,18.364583036531094,17,smooth,random,0,10
0,1,16,46.41494230901681,17,smooth,random,1,10
0,2,23,41.0991516499542,17,smooth,random,1,10
0,3,14,48.391786123825625,17,smooth,random,1,10
0,4,22,40.55175438971857,17,smooth,random,1,10
0,5,9,37.996051570953455,17,smooth,random,1,10
0,6,17,23.954692694090372,17,smooth,random,1,10
0,7,22,40.55175438971857,17,smooth,random,1,10
0,8,3,71.11551174336252,17,smooth,random,1,10
0,9,2,85.23521316824683,17,smooth,random,1,10
0,10,9,37.996051570953455,17,smooth,random,1,10
0,1,18,5.566265097158079,17,smooth,random,2,10
0,2,20,18.306259999930983,17,smooth,random,2,10
0,3,0,100.0,17,smooth,random,2,10
0,4,8,15.013064510701234,17,smooth,random,2,10
0,5,13,35.58998516772202,17,smooth,random,2,10
0,6,19,3.677734720780817,17,smooth,random,2,10
0,7,1,93.58317375717077,17,smooth,random,2,10
0,8,1,93.58317375717077,17,smooth,random,2,10
0,9,4,46.38155536078868,17,smooth,random,2,10
0,10,21,34.61831884241203,17,smooth,random,2,10
0,1,5,18.364583036531094,17,smooth,random,3,10
0,2,16,46.41494230901681,17,smooth,random,3,10
0,3,15,56.82448741063837,17,smooth,random,3,10
0,4,11,49.00512140646944,17,smooth,random,3,10
0,5,16,46.41494230901681,17,smooth,random,3,10
0,6,8,15.013064510701234,17,smooth,random,3,10
0,7,20,18.306259999930983,17,smooth,random,3,10
0,8,14,48.391786123825625,17,smooth,random,3,10
0,9,3,71.11551174336252,17,smooth,random,3,10
0,10,22,40.55175438971857,17,smooth,random,3,10
0,1,9,37.996051570953455,17,smooth,random,4,10
0,2,15,56.82448741063837,17,smooth,random,4,10
0,3,4,46.38155536078868,17,smooth,random,4,10
0,4,26,63.908313226338095,17,smooth,random,4,10
0,5,12,36.9881222689252,17,smooth,random,4,10
0,6,27,76.92488388699894,17,smooth,random,4,10
0,7,1,93.58317375717077,17,smooth,random,4,10
0,8,18,5.566265097158079,17,smooth,random,4,10
0,9,8,15.013064510701234,17,smooth,random,4,10
0,10,8,15.013064510701234,17,smooth,random,4,10
0,1,23,41.0991516499542,17,smooth,random,5,10
0,2,6,0.8285534327977255,17,smooth,random,5,10
0,3,9,37.996051570953455,17,smooth,random,5,10
0,4,20,18.306259999930983,17,smooth,random,5,10
0,5,24,44.26003173023777,17,smooth,random,5,10
0,6,16,46.41494230901681,17,smooth,random,5,10
0,7,9,37.996051570953455,17,smooth,random,5,10
0,8,5,18.364583036531094,17,smooth,random,5,10
0,9,28,80.9174106943249,17,smooth,random,5,10
0,10,8,15.013064510701234,17,smooth,random,5,10
0,1,4,46.38155536078868,17,smooth,random,6,10
