,trials,x,z,horizons,environment,id
0,0,0,0.14314740583507624,5,smooth,381
1,1,29,0.5787327438641484,5,smooth,381
2,2,18,0.8925097889818124,5,smooth,381
3,3,23,0.5494860067851998,5,smooth,381
4,4,27,0.08278421443638503,5,smooth,381
5,5,29,0.5787327438641484,5,smooth,381
