,trials,x,z,horizons,environment,id
0,0,11,0.3633985934461336,10,rough,197
1,1,11,0.3633985934461336,10,rough,197
2,2,20,0.8219571326856063,10,rough,197
3,3,19,1.0,10,rough,197
4,4,17,0.7899834074013312,10,rough,197
5,5,14,0.7995587922684156,10,rough,197
6,6,23,0.3078493321682544,10,rough,197
7,7,12,0.2490395177174104,10,rough,197
8,8,1,0.6586479884175732,10,rough,197
9,9,25,0.03527086544117967,10,rough,197
10,10,12,0.2490395177174104,10,rough,197
