,trials,x,z,horizons,environment,id
0,0,14,0.9193117332968219,10,rough,138
1,1,2,0.4454188633457006,10,rough,138
2,2,12,0.8688354392856389,10,rough,138
3,3,20,0.7290238090100134,10,rough,138
4,4,24,0.758071940954461,10,rough,138
5,5,6,0.6472938189276805,10,rough,138
6,6,27,0.29499234619536197,10,rough,138
7,7,29,0.7850046870876527,10,rough,138
8,8,1,0.5178657345099678,10,rough,138
9,9,8,0.7878578282366842,10,rough,138
10,10,5,0.08089299769923165,10,rough,138
