,trials,x,z,horizons,environment,id
0,0,16,0.3311263310673438,10,rough,211
1,1,17,0.5945009541695622,10,rough,211
2,2,18,0.544490394655662,10,rough,211
3,3,22,0.04236768017060314,10,rough,211
4,4,27,0.5691762588104852,10,rough,211
5,5,28,0.27119673259333105,10,rough,211
6,6,14,0.28932610127980823,10,rough,211
7,7,28,0.27119673259333105,10,rough,211
8,8,19,0.08494883510488965,10,rough,211
9,9,20,0.03000717682010859,10,rough,211
10,10,0,0.5812062339816761,10,rough,211
