,trials,x,z,horizons,environment,id
0,0,1,0.7648749721648318,10,smooth,343
1,1,0,0.7010389963346075,10,smooth,343
2,2,1,0.7648749721648318,10,smooth,343
3,3,0,0.7010389963346075,10,smooth,343
4,4,11,0.14594157247705375,10,smooth,343
5,5,29,0.7679119631727531,10,smooth,343
6,6,28,0.8988260295375563,10,smooth,343
7,7,29,0.7679119631727531,10,smooth,343
8,8,10,0.050284255049794134,10,smooth,343
9,9,13,0.41811993910116474,10,smooth,343
10,10,17,0.3858644272501738,10,smooth,343
