,trials,x,z,horizons,environment,id
0,0,10,0.7203996978707424,5,rough,258
1,1,11,0.43514516203794434,5,rough,258
2,2,11,0.43514516203794434,5,rough,258
3,3,12,0.5054770096476855,5,rough,258
4,4,11,0.43514516203794434,5,rough,258
5,5,11,0.43514516203794434,5,rough,258
