,trials,x,z,horizons,environment,id
0,0,8,0.18232591955902747,10,rough,139
1,1,4,0.16944809262696914,10,rough,139
2,2,28,0.38317735311027035,10,rough,139
3,3,27,0.293347055914774,10,rough,139
4,4,29,0.30248078429526476,10,rough,139
5,5,2,0.7125645622989514,10,rough,139
6,6,1,0.19107719698922085,10,rough,139
7,7,11,0.7613874982108491,10,rough,139
8,8,11,0.7613874982108491,10,rough,139
9,9,28,0.38317735311027035,10,rough,139
10,10,27,0.293347055914774,10,rough,139
