,trials,x,z,horizons,environment,id
0,0,10,0.4973679656428531,5,smooth,396
1,1,11,0.5613939290561613,5,smooth,396
2,2,11,0.5613939290561613,5,smooth,396
3,3,10,0.4973679656428531,5,smooth,396
4,4,9,0.493132267484911,5,smooth,396
5,5,10,0.4973679656428531,5,smooth,396
