,trials,x,z,horizons,environment,id
0,0,25,0.9868090207464583,10,smooth,276
1,1,26,1.0,10,smooth,276
2,2,26,1.0,10,smooth,276
3,3,28,0.8242552670877565,10,smooth,276
4,4,17,0.12554275909305168,10,smooth,276
5,5,7,0.7577064841137175,10,smooth,276
6,6,8,0.478811242324549,10,smooth,276
7,7,4,0.6695789393048104,10,smooth,276
8,8,10,0.2713331821862329,10,smooth,276
9,9,5,0.8905308949830344,10,smooth,276
10,10,1,0.23080548082463395,10,smooth,276
