,trials,x,z,horizons,environment,id
0,0,2,0.6270149631982158,5,rough,10
1,1,16,1.0,5,rough,10
2,2,26,0.6047962679518347,5,rough,10
3,3,26,0.6047962679518347,5,rough,10
4,4,26,0.6047962679518347,5,rough,10
5,5,12,0.6990578638337398,5,rough,10
