,trials,x,z,horizons,environment,id
0,0,7,0.6102448899069348,10,smooth,341
1,1,28,0.024364213696462293,10,smooth,341
2,2,19,0.45914101004187435,10,smooth,341
3,3,16,0.9369317318154856,10,smooth,341
4,4,21,0.7627278658635963,10,smooth,341
5,5,6,0.6609133991634292,10,smooth,341
6,6,3,0.1281807788331418,10,smooth,341
7,7,4,0.4268872318033567,10,smooth,341
8,8,9,0.8265216734120533,10,smooth,341
9,9,0,0.09322456174753314,10,smooth,341
10,10,29,0.13008497937026944,10,smooth,341
