,beta,tau
0,5.0960036108132045e-15,0.014148664864470185
1,5.0960036108132045e-15,0.014148664864470185
2,5.0960036108132045e-15,0.014148664864470185
3,5.0960036108132045e-15,0.014148664864470185
4,5.0960036108132045e-15,0.014148664864470185
5,5.0960036108132045e-15,0.014148664864470185
6,5.0960036108132045e-15,0.014148664864470185
7,5.0960036108132045e-15,0.014148664864470185
8,5.0960036108132045e-15,0.014148664864470185
9,5.0960036108132045e-15,0.014148664864470185
10,5.0960036108132045e-15,0.014148664864470185
