,beta,tau
0,6.551115123125783e-16,0.013786853455492565
1,6.551115123125783e-16,0.013786853455492565
2,6.551115123125783e-16,0.013786853455492565
3,6.551115123125783e-16,0.013786853455492565
4,6.551115123125783e-16,0.013786853455492565
5,6.551115123125783e-16,0.013786853455492565
6,6.551115123125783e-16,0.013786853455492565
7,6.551115123125783e-16,0.013786853455492565
8,6.551115123125783e-16,0.013786853455492565
9,6.551115123125783e-16,0.013786853455492565
10,6.551115123125783e-16,0.013786853455492565
