,beta,tau
0,8.981784197001252e-15,0.012656092289767929
1,8.981784197001252e-15,0.012656092289767929
2,8.981784197001252e-15,0.012656092289767929
3,8.981784197001252e-15,0.012656092289767929
4,8.981784197001252e-15,0.012656092289767929
5,8.981784197001252e-15,0.012656092289767929
6,8.981784197001252e-15,0.012656092289767929
7,8.981784197001252e-15,0.012656092289767929
8,8.981784197001252e-15,0.012656092289767929
9,8.981784197001252e-15,0.012656092289767929
10,8.981784197001252e-15,0.012656092289767929
