,tau,length
0,1.0003086420396015e-05,0.021195937989853076
1,1.0003086420396015e-05,0.021195937989853076
2,1.0003086420396015e-05,0.021195937989853076
3,1.0003086420396015e-05,0.021195937989853076
4,1.0003086420396015e-05,0.021195937989853076
5,1.0003086420396015e-05,0.021195937989853076
6,1.0003086420396015e-05,0.021195937989853076
7,1.0003086420396015e-05,0.021195937989853076
8,1.0003086420396015e-05,0.021195937989853076
9,1.0003086420396015e-05,0.021195937989853076
10,1.0003086420396015e-05,0.021195937989853076
