,tau,length
0,0.0014620322749121395,0.057908735001682796
1,0.0014620322749121395,0.057908735001682796
2,0.0014620322749121395,0.057908735001682796
3,0.0014620322749121395,0.057908735001682796
4,0.0014620322749121395,0.057908735001682796
5,0.0014620322749121395,0.057908735001682796
6,0.0014620322749121395,0.057908735001682796
7,0.0014620322749121395,0.057908735001682796
8,0.0014620322749121395,0.057908735001682796
9,0.0014620322749121395,0.057908735001682796
10,0.0014620322749121395,0.057908735001682796
