,tau,theta
0,0.07606802208625539,2.8720143930538373e-09
1,0.07606802208625539,2.8720143930538373e-09
2,0.07606802208625539,2.8720143930538373e-09
3,0.07606802208625539,2.8720143930538373e-09
4,0.07606802208625539,2.8720143930538373e-09
5,0.07606802208625539,2.8720143930538373e-09
6,0.07606802208625539,2.8720143930538373e-09
7,0.07606802208625539,2.8720143930538373e-09
8,0.07606802208625539,2.8720143930538373e-09
9,0.07606802208625539,2.8720143930538373e-09
10,0.07606802208625539,2.8720143930538373e-09
