,tau,length
0,3.7770204453947097e-06,0.21203922701498912
1,3.7770204453947097e-06,0.21203922701498912
2,3.7770204453947097e-06,0.21203922701498912
3,3.7770204453947097e-06,0.21203922701498912
4,3.7770204453947097e-06,0.21203922701498912
5,3.7770204453947097e-06,0.21203922701498912
6,3.7770204453947097e-06,0.21203922701498912
7,3.7770204453947097e-06,0.21203922701498912
8,3.7770204453947097e-06,0.21203922701498912
9,3.7770204453947097e-06,0.21203922701498912
10,3.7770204453947097e-06,0.21203922701498912
