,beta,tau
0,1.2102230246251566e-15,0.013598168505028586
1,1.2102230246251566e-15,0.013598168505028586
2,1.2102230246251566e-15,0.013598168505028586
3,1.2102230246251566e-15,0.013598168505028586
4,1.2102230246251566e-15,0.013598168505028586
5,1.2102230246251566e-15,0.013598168505028586
6,1.2102230246251566e-15,0.013598168505028586
7,1.2102230246251566e-15,0.013598168505028586
8,1.2102230246251566e-15,0.013598168505028586
9,1.2102230246251566e-15,0.013598168505028586
10,1.2102230246251566e-15,0.013598168505028586
