,beta,tau
0,6.551115123125783e-16,0.013656103080296845
1,6.551115123125783e-16,0.013656103080296845
2,6.551115123125783e-16,0.013656103080296845
3,6.551115123125783e-16,0.013656103080296845
4,6.551115123125783e-16,0.013656103080296845
5,6.551115123125783e-16,0.013656103080296845
6,6.551115123125783e-16,0.013656103080296845
7,6.551115123125783e-16,0.013656103080296845
8,6.551115123125783e-16,0.013656103080296845
9,6.551115123125783e-16,0.013656103080296845
10,6.551115123125783e-16,0.013656103080296845
