,beta,tau
0,2.8755575615628914e-15,0.010171210082609673
1,2.8755575615628914e-15,0.010171210082609673
2,2.8755575615628914e-15,0.010171210082609673
3,2.8755575615628914e-15,0.010171210082609673
4,2.8755575615628914e-15,0.010171210082609673
5,2.8755575615628914e-15,0.010171210082609673
6,2.8755575615628914e-15,0.010171210082609673
7,2.8755575615628914e-15,0.010171210082609673
8,2.8755575615628914e-15,0.010171210082609673
9,2.8755575615628914e-15,0.010171210082609673
10,2.8755575615628914e-15,0.010171210082609673
