,tau,theta
0,0.005526126739257109,1.3692125311406392e-08
1,0.005526126739257109,1.3692125311406392e-08
2,0.005526126739257109,1.3692125311406392e-08
3,0.005526126739257109,1.3692125311406392e-08
4,0.005526126739257109,1.3692125311406392e-08
5,0.005526126739257109,1.3692125311406392e-08
6,0.005526126739257109,1.3692125311406392e-08
7,0.005526126739257109,1.3692125311406392e-08
8,0.005526126739257109,1.3692125311406392e-08
9,0.005526126739257109,1.3692125311406392e-08
10,0.005526126739257109,1.3692125311406392e-08
