,beta,tau
0,1.7653345369377349e-15,0.01359637339921237
1,1.7653345369377349e-15,0.01359637339921237
2,1.7653345369377349e-15,0.01359637339921237
3,1.7653345369377349e-15,0.01359637339921237
4,1.7653345369377349e-15,0.01359637339921237
5,1.7653345369377349e-15,0.01359637339921237
6,1.7653345369377349e-15,0.01359637339921237
7,1.7653345369377349e-15,0.01359637339921237
8,1.7653345369377349e-15,0.01359637339921237
9,1.7653345369377349e-15,0.01359637339921237
10,1.7653345369377349e-15,0.01359637339921237
