,tau,theta
0,9.999999999723526,9.999999999069498
1,9.999999999723526,9.999999999069498
2,9.999999999723526,9.999999999069498
3,9.999999999723526,9.999999999069498
4,9.999999999723526,9.999999999069498
5,9.999999999723526,9.999999999069498
