,beta,tau,length
0,0.01485252181008877,4.431000408621848,0.03136219864230082
1,0.01485252181008877,4.431000408621848,0.03136219864230082
2,0.01485252181008877,4.431000408621848,0.03136219864230082
3,0.01485252181008877,4.431000408621848,0.03136219864230082
4,0.01485252181008877,4.431000408621848,0.03136219864230082
5,0.01485252181008877,4.431000408621848,0.03136219864230082
6,0.01485252181008877,4.431000408621848,0.03136219864230082
7,0.01485252181008877,4.431000408621848,0.03136219864230082
8,0.01485252181008877,4.431000408621848,0.03136219864230082
9,0.01485252181008877,4.431000408621848,0.03136219864230082
10,0.01485252181008877,4.431000408621848,0.03136219864230082
