,tau,length
0,6.5492521401534186e-06,0.21422228104559748
1,6.5492521401534186e-06,0.21422228104559748
2,6.5492521401534186e-06,0.21422228104559748
3,6.5492521401534186e-06,0.21422228104559748
4,6.5492521401534186e-06,0.21422228104559748
5,6.5492521401534186e-06,0.21422228104559748
6,6.5492521401534186e-06,0.21422228104559748
7,6.5492521401534186e-06,0.21422228104559748
8,6.5492521401534186e-06,0.21422228104559748
9,6.5492521401534186e-06,0.21422228104559748
10,6.5492521401534186e-06,0.21422228104559748
