,tau,length
0,5.0126820613327705e-05,0.04759257042526675
1,5.0126820613327705e-05,0.04759257042526675
2,5.0126820613327705e-05,0.04759257042526675
3,5.0126820613327705e-05,0.04759257042526675
4,5.0126820613327705e-05,0.04759257042526675
5,5.0126820613327705e-05,0.04759257042526675
6,5.0126820613327705e-05,0.04759257042526675
7,5.0126820613327705e-05,0.04759257042526675
8,5.0126820613327705e-05,0.04759257042526675
9,5.0126820613327705e-05,0.04759257042526675
10,5.0126820613327705e-05,0.04759257042526675
