,beta,tau
0,2.8755575615628914e-15,0.013151724328526283
1,2.8755575615628914e-15,0.013151724328526283
2,2.8755575615628914e-15,0.013151724328526283
3,2.8755575615628914e-15,0.013151724328526283
4,2.8755575615628914e-15,0.013151724328526283
5,2.8755575615628914e-15,0.013151724328526283
6,2.8755575615628914e-15,0.013151724328526283
7,2.8755575615628914e-15,0.013151724328526283
8,2.8755575615628914e-15,0.013151724328526283
9,2.8755575615628914e-15,0.013151724328526283
10,2.8755575615628914e-15,0.013151724328526283
