,beta,tau
0,2.8755575615628914e-15,0.012798475599362747
1,2.8755575615628914e-15,0.012798475599362747
2,2.8755575615628914e-15,0.012798475599362747
3,2.8755575615628914e-15,0.012798475599362747
4,2.8755575615628914e-15,0.012798475599362747
5,2.8755575615628914e-15,0.012798475599362747
6,2.8755575615628914e-15,0.012798475599362747
7,2.8755575615628914e-15,0.012798475599362747
8,2.8755575615628914e-15,0.012798475599362747
9,2.8755575615628914e-15,0.012798475599362747
10,2.8755575615628914e-15,0.012798475599362747
