,beta,tau,theta
0,9.999999999995708,9.999999999999643,8.637806627989509
1,9.999999999995708,9.999999999999643,8.637806627989509
2,9.999999999995708,9.999999999999643,8.637806627989509
3,9.999999999995708,9.999999999999643,8.637806627989509
4,9.999999999995708,9.999999999999643,8.637806627989509
5,9.999999999995708,9.999999999999643,8.637806627989509
6,9.999999999995708,9.999999999999643,8.637806627989509
7,9.999999999995708,9.999999999999643,8.637806627989509
8,9.999999999995708,9.999999999999643,8.637806627989509
9,9.999999999995708,9.999999999999643,8.637806627989509
10,9.999999999995708,9.999999999999643,8.637806627989509
